SL No.,TimeStamp,Duration,X,Y,Quadrant
66,21997,100,462,481,Q4
67,22276,199,435,481,Q4
68,22516,159,93,597,Q4
69,22715,239,115,596,Q4
70,23014,100,283,230,Q7
71,23672,239,84,197,Q7
72,23971,120,95,602,Q4
73,24131,120,116,569,Q4
74,24290,279,114,576,Q4
75,24769,100,86,649,Q4
76,24888,100,90,653,Q4
77,25008,159,83,658,Q4
78,25387,100,62,675,Q4
79,25506,100,43,660,Q4
80,25626,459,93,668,Q4
81,26304,100,76,730,Q4
82,27161,100,79,783,Q4
83,28357,100,97,773,Q4
84,28657,100,96,783,Q4
85,29195,100,94,862,Q1
86,29474,379,118,787,Q4
87,29952,100,126,840,Q1
88,30251,219,125,845,Q1
89,30551,179,93,778,Q4
90,31906,140,117,718,Q4
91,32146,140,126,731,Q4
92,32405,140,134,742,Q4
93,32644,179,59,730,Q4
94,32843,179,61,724,Q4
95,33083,160,142,296,Q7
96,33860,199,751,649,Q5
97,34139,299,710,821,Q2
98,34458,419,718,801,Q2
99,34897,100,746,767,Q5
100,35116,179,742,775,Q5
101,35435,259,726,836,Q2
102,35714,120,694,822,Q2
103,36093,239,741,830,Q2
104,36352,180,744,844,Q2
105,36552,339,749,852,Q2
106,36931,239,705,855,Q2
107,37190,179,687,853,Q2
108,37489,100,695,851,Q2
109,37608,259,691,865,Q2
110,37908,219,738,865,Q2
111,38187,199,733,873,Q2
112,38406,120,741,842,Q2
113,38545,219,740,866,Q2
114,38785,439,719,886,Q2
115,39702,160,745,596,Q5
116,39881,139,742,592,Q5
117,40041,140,747,564,Q5
118,40200,179,741,570,Q5
119,40479,160,728,545,Q5
120,40838,100,765,620,Q5
121,41077,100,829,636,Q5
122,41317,160,759,613,Q5
123,41496,259,767,670,Q5
124,42035,279,775,723,Q5
125,42573,159,754,704,Q5
126,43231,140,762,753,Q5
127,43390,199,733,594,Q5
128,43610,359,730,592,Q5
129,44088,180,721,620,Q5
130,44347,140,756,618,Q5
131,45005,120,769,762,Q5
132,45284,239,772,711,Q5
133,45823,498,273,189,Q7
134,46341,239,253,197,Q7
135,46620,259,52,200,Q7
136,47139,359,116,604,Q4
137,47517,259,128,624,Q4
138,47796,180,110,604,Q4
139,48454,100,117,605,Q4
140,48594,120,121,604,Q4
141,48833,199,108,599,Q4
142,49072,299,103,586,Q4
143,49451,120,113,598,Q4
144,49591,159,105,580,Q4
145,50189,239,86,561,Q4
146,50448,319,90,566,Q4
147,50907,160,111,611,Q4
148,51345,279,128,613,Q4
149,51644,140,121,615,Q4
150,51804,239,118,611,Q4
151,52262,359,121,627,Q4
152,52701,179,159,631,Q4
153,52901,179,160,646,Q4
154,53100,618,117,595,Q4
155,53957,100,162,276,Q7
156,54854,479,70,209,Q7
157,55353,279,264,193,Q7
158,55971,359,755,690,Q5
159,56449,120,773,729,Q5
160,57008,199,735,592,Q5
161,57347,180,749,615,Q5
162,57546,279,738,563,Q5
163,57845,199,728,548,Q5
164,58343,339,116,607,Q4
165,58802,140,89,584,Q4
166,58961,140,87,561,Q4
167,59201,120,108,605,Q4
168,59859,219,151,620,Q4
169,60158,100,263,212,Q7
170,60656,120,473,202,Q7
171,61214,160,557,191,Q8
172,61514,160,588,186,Q8
173,61992,339,700,216,Q8
174,62351,279,575,195,Q8
175,62789,339,600,192,Q8
176,63148,120,607,196,Q8
177,63408,140,599,196,Q8
178,63567,100,504,211,Q7
179,63707,120,498,214,Q7
180,64045,160,517,219,Q7
181,64305,139,513,222,Q7
182,64704,299,123,605,Q4
183,65122,100,506,237,Q7
184,65242,140,509,214,Q7
185,66538,139,166,213,Q7
186,66697,179,91,221,Q7
187,66956,339,264,221,Q7
188,67335,199,88,225,Q7
189,67654,120,98,212,Q7
190,67814,239,269,198,Q7
191,68073,399,280,192,Q7
192,68651,479,113,619,Q4
193,69150,279,112,601,Q4
194,69449,498,124,607,Q4
195,70166,219,122,614,Q4
196,70406,120,119,608,Q4
197,70605,160,132,628,Q4
198,70784,100,112,651,Q4
199,71044,199,775,682,Q5
200,71303,219,767,650,Q5
201,71801,160,763,714,Q5
202,71981,239,778,723,Q5
203,72260,159,799,737,Q5
204,72459,120,811,716,Q5
205,72838,100,669,677,Q5
206,73955,179,102,598,Q4
207,74353,160,110,596,Q4
208,74573,160,111,603,Q4
209,74752,319,129,622,Q4
210,75171,100,101,659,Q4
211,75490,219,52,590,Q4
212,75769,140,55,568,Q4
213,76088,439,81,580,Q4
214,76546,259,74,631,Q4
215,76825,120,91,676,Q4
216,76965,160,85,675,Q4
217,77144,120,106,688,Q4
218,77623,479,67,692,Q4
219,78321,140,135,738,Q4
220,78620,199,95,704,Q4
221,79457,698,710,614,Q5
222,80215,100,724,637,Q5
223,80334,219,743,669,Q5
224,80574,120,744,642,Q5
225,80833,259,725,699,Q5
226,81212,120,723,705,Q5
227,81431,160,730,730,Q5
228,81630,199,728,738,Q5
229,81850,140,695,744,Q5
230,82308,199,745,751,Q5
231,82528,219,802,765,Q5
232,82807,179,748,802,Q2
233,83206,179,115,803,Q1
234,84023,100,114,695,Q4
235,85259,179,152,718,Q4
236,85558,100,109,704,Q4
237,85678,159,121,712,Q4
238,85857,100,131,734,Q4
239,86057,120,711,726,Q5
240,86196,100,714,718,Q5
241,86555,199,825,763,Q5
242,87113,319,767,798,Q5
243,87592,100,749,786,Q5
244,87931,359,760,798,Q5
245,88489,100,798,837,Q2
246,88609,140,798,814,Q2
247,88928,120,752,817,Q2
248,89067,120,760,824,Q2
249,89227,120,744,817,Q2
250,89366,100,750,820,Q2
251,89585,299,753,820,Q2
252,89984,259,146,755,Q4
253,90463,119,132,807,Q1
254,90602,139,124,810,Q1
255,90762,140,134,807,Q1
256,91101,100,138,838,Q1
257,91360,199,138,845,Q1
258,91918,120,767,818,Q2
259,92098,140,751,784,Q5
260,92417,319,809,778,Q5
261,92776,160,818,781,Q5
262,93154,180,750,767,Q5
263,93653,199,125,774,Q4
264,94231,199,140,764,Q4
265,94470,160,125,743,Q4
266,95068,219,172,739,Q4
267,95387,399,128,732,Q4
268,95965,140,136,724,Q4
269,96125,120,137,741,Q4
270,96264,120,118,715,Q4
271,96464,279,144,704,Q4
272,97082,100,481,751,Q4
273,97999,100,475,754,Q4
274,98218,120,439,757,Q4
275,98458,180,504,760,Q4
276,98657,120,510,763,Q4
277,99255,100,126,715,Q4
278,99754,140,140,719,Q4
279,100172,459,135,706,Q4
280,100890,339,128,711,Q4
281,101309,219,141,727,Q4
282,101648,219,133,716,Q4
283,102046,100,94,700,Q4
284,102385,160,85,694,Q4
285,102565,120,66,703,Q4
286,102704,120,68,571,Q4
287,102944,239,83,551,Q4
288,103243,160,699,589,Q5
289,103442,120,724,565,Q5
290,103741,120,718,713,Q5
291,103881,239,732,734,Q5
292,104240,120,751,774,Q5
293,104499,120,742,814,Q2
294,104638,100,752,810,Q2
295,104997,279,756,789,Q5
296,105316,219,834,781,Q5
297,105795,100,809,775,Q5
298,106293,179,115,763,Q4
299,106692,120,701,752,Q5
300,106831,180,698,781,Q5
301,107031,160,720,776,Q5
302,107210,100,786,774,Q5
303,107330,279,775,770,Q5
304,107908,180,784,805,Q2
305,108387,219,771,834,Q2
306,108985,120,758,851,Q2
307,109423,100,112,786,Q4
308,109543,179,108,778,Q4
309,109742,199,123,759,Q4
310,110021,120,137,772,Q4
311,110161,140,148,790,Q4
312,110380,379,118,800,Q1
313,110939,200,84,813,Q1
314,111258,140,82,802,Q1
315,111417,100,77,806,Q1
316,111537,100,80,806,Q1
317,111716,319,142,819,Q1
318,112075,160,126,831,Q1
319,112254,140,122,834,Q1
320,112534,279,133,845,Q1
321,113072,100,776,872,Q2
322,113311,140,770,873,Q2
323,113471,379,761,875,Q2
324,113869,219,764,885,Q2
325,114348,140,1005,728,Q5
326,114527,119,1010,745,Q5
327,115405,200,763,817,Q2
328,115624,100,764,794,Q5
329,115823,339,762,832,Q2
330,116182,419,733,870,Q2
331,116661,140,764,887,Q2
332,116980,120,724,944,Q2
333,117737,179,1128,925,Q3
334,118335,239,751,859,Q2
335,118634,160,735,798,Q5
336,118894,140,778,819,Q2
337,119073,100,778,811,Q2
338,119292,239,776,800,Q2
339,119552,339,760,825,Q2
340,119950,299,766,847,Q2
341,120389,100,758,887,Q2
342,120509,419,737,899,Q2
343,120967,159,792,903,Q2
344,121147,180,695,917,Q2
345,121446,179,694,894,Q2
346,121745,100,690,903,Q2
347,121864,259,752,921,Q2
348,122263,100,754,892,Q2
349,122403,159,737,912,Q2
350,122582,479,721,911,Q2
351,123100,219,766,898,Q2
352,123479,179,782,868,Q2
353,123738,120,766,873,Q2
354,124337,179,136,785,Q4
355,124556,120,150,771,Q4
356,124895,319,803,828,Q2
357,125413,160,777,852,Q2
358,125692,518,791,876,Q2
359,126231,140,796,869,Q2
360,126490,180,837,897,Q2
361,126689,199,781,913,Q2
362,127208,179,710,817,Q2
363,127487,179,739,809,Q2
364,127686,120,798,805,Q2
365,127826,140,719,809,Q2
366,127985,179,697,823,Q2
367,128224,160,699,816,Q2
368,128404,160,752,912,Q2
369,128583,140,743,907,Q2
370,128743,179,752,851,Q2
371,128942,160,751,843,Q2
372,129480,100,735,911,Q2
373,129680,180,741,899,Q2
374,130138,179,755,738,Q5
375,130796,100,118,790,Q4
376,131115,259,78,783,Q4
377,131534,120,74,785,Q4
378,131674,199,69,793,Q4
379,131913,160,72,803,Q1
380,132571,239,80,809,Q1
381,132830,179,117,795,Q4
382,133548,120,131,812,Q1
383,134166,179,271,212,Q7
384,134365,239,250,200,Q7
385,134624,199,247,200,Q7
386,134864,160,450,194,Q7
387,135043,100,439,193,Q7
388,135222,279,75,222,Q7
389,135821,279,121,774,Q4
390,136259,140,104,702,Q4
391,136778,279,125,704,Q4
392,137077,339,128,705,Q4
393,137635,100,94,737,Q4
394,137914,199,111,712,Q4
395,138213,100,778,743,Q5
396,138512,120,761,745,Q5
397,138672,140,757,726,Q5
398,139070,120,797,712,Q5
399,139210,140,752,749,Q5
400,139469,239,746,894,Q2
401,139848,100,748,884,Q2
402,139968,419,751,906,Q2
403,140506,179,767,909,Q2
404,140745,180,761,907,Q2
405,141164,160,96,799,Q4
406,141363,219,110,889,Q1
407,141901,100,507,245,Q7
408,142041,140,456,197,Q7
409,142440,379,581,203,Q8
410,142838,160,613,197,Q8
411,143018,259,668,218,Q8
412,143357,439,591,209,Q8
413,143816,160,470,223,Q7
414,145191,180,310,228,Q7
415,145729,239,109,680,Q4
416,146088,219,115,675,Q4
417,146348,319,90,654,Q4
418,146706,199,73,651,Q4
419,147145,219,115,654,Q4
420,147384,100,71,748,Q4
421,148022,140,124,702,Q4
422,148242,139,121,672,Q4
423,148421,100,142,671,Q4
424,148601,120,733,715,Q5
425,148740,120,745,715,Q5
426,149119,399,680,694,Q5
427,149617,379,715,694,Q5
428,150176,179,755,661,Q5
429,150375,179,747,647,Q5
430,150674,140,738,610,Q5
431,151073,120,734,598,Q5
432,151372,140,717,714,Q5
433,151631,140,701,723,Q5
434,151970,439,725,704,Q5
435,152429,120,754,728,Q5
436,152568,239,738,717,Q5
437,152827,120,728,720,Q5
438,152967,180,701,730,Q5
439,153306,140,751,701,Q5
440,153565,199,749,715,Q5
441,153784,199,765,724,Q5
442,154362,180,146,685,Q4
443,154761,179,125,668,Q4
444,155080,100,135,684,Q4
445,155220,120,128,691,Q4
446,155599,299,767,723,Q5
447,155977,160,763,726,Q5
448,156396,100,842,728,Q5
449,156516,120,835,742,Q5
450,156675,359,770,777,Q5
451,157054,279,763,775,Q5
452,157353,299,765,788,Q5
453,157692,479,769,773,Q5
454,159008,199,723,755,Q5
455,159407,180,766,758,Q5
456,159845,180,844,799,Q5
457,160065,120,780,817,Q2
458,160204,100,760,794,Q5
459,160324,199,786,820,Q2
460,160543,259,836,822,Q2
461,160822,259,772,830,Q2
462,161281,100,104,696,Q4
463,161460,279,140,684,Q4
464,161779,140,750,834,Q2
465,162018,120,789,828,Q2
466,162477,120,758,728,Q5
467,162656,120,759,730,Q5
468,162856,100,726,725,Q5
469,163155,180,811,745,Q5
470,163354,399,781,753,Q5
471,163773,120,785,773,Q5
472,163912,219,790,785,Q5
473,164650,498,786,753,Q5
474,165169,160,777,758,Q5
475,165388,179,743,728,Q5
476,165806,319,766,709,Q5
477,166146,140,734,708,Q5
478,166544,100,133,670,Q4
479,166764,219,127,666,Q4
480,167063,379,131,683,Q4
481,167461,179,131,705,Q4
482,167800,259,132,661,Q4
483,168179,100,106,642,Q4
484,168299,219,105,634,Q4
485,168598,140,103,633,Q4
486,168837,120,80,621,Q4
487,169036,319,117,614,Q4
488,169495,139,108,626,Q4
489,169734,239,793,719,Q5
490,169994,120,745,704,Q5
491,170233,279,756,706,Q5
492,170632,120,748,707,Q5
493,170771,100,753,698,Q5
494,171289,160,752,817,Q2
495,171469,140,769,895,Q2
496,171628,100,743,857,Q2
497,172127,179,146,605,Q4
498,172426,479,120,623,Q4
499,173223,100,758,797,Q5
500,173562,259,740,852,Q2
501,173881,120,763,765,Q5
502,174180,120,767,754,Q5
503,174320,379,752,733,Q5
504,174758,140,738,712,Q5
505,174918,120,731,828,Q2
506,175058,100,731,819,Q2
507,175516,179,108,627,Q4
508,175775,239,64,629,Q4
509,176054,180,72,634,Q4
510,176314,120,140,641,Q4
511,176712,139,146,650,Q4
512,176972,120,209,645,Q4
513,177410,239,244,656,Q4
514,177669,179,327,656,Q4
515,178008,160,149,710,Q4
516,178307,140,144,701,Q4
517,178586,140,719,752,Q5
518,178985,160,728,828,Q2
519,179224,219,734,819,Q2
520,179563,100,716,823,Q2
521,179803,140,712,721,Q5
522,180002,100,726,723,Q5
523,180182,179,749,730,Q5
524,180401,279,726,742,Q5
525,181059,100,830,754,Q5
526,181178,160,742,759,Q5
527,181358,199,733,761,Q5
528,181577,160,712,756,Q5
529,181757,100,714,753,Q5
530,181956,100,776,754,Q5
531,182115,239,778,763,Q5
532,182414,239,775,774,Q5
533,182714,160,843,791,Q5
534,183052,179,734,765,Q5
535,183411,120,749,785,Q5
536,183551,100,823,794,Q5
537,183670,120,807,796,Q5
538,183910,140,847,775,Q5
539,184089,498,725,746,Q5
540,184648,219,721,748,Q5
541,184887,100,717,748,Q5
542,185106,160,721,738,Q5
543,185286,199,721,747,Q5
544,185565,319,721,745,Q5
545,186083,140,704,720,Q5
546,186801,120,748,710,Q5
547,187239,140,157,698,Q4
548,187439,100,165,687,Q4
549,187638,100,114,649,Q4
550,187917,140,366,242,Q7
551,188336,120,638,257,Q8
552,188535,100,448,199,Q7
553,189133,299,279,227,Q7
554,189472,439,474,214,Q7
555,189931,120,558,219,Q8
556,190170,1037,598,225,Q8
557,191227,299,596,226,Q8
558,191546,259,494,241,Q7
559,191825,339,505,260,Q7
560,192184,140,512,251,Q7
561,192463,179,513,250,Q7
562,192922,120,73,249,Q7
563,193121,100,319,238,Q7
564,193540,379,509,258,Q7
565,193958,339,503,241,Q7
566,194517,120,439,245,Q7
567,194856,140,465,214,Q7
568,195035,120,461,87,Q7
569,195753,339,452,233,Q7
570,197108,179,69,249,Q7
571,197328,179,258,244,Q7
572,197866,219,124,730,Q4
573,198145,100,113,742,Q4
574,198285,100,109,747,Q4
575,198604,100,105,816,Q1
576,198843,140,103,683,Q4
577,199003,179,91,631,Q4
578,199322,160,71,620,Q4
579,199501,219,77,626,Q4
580,199800,100,66,619,Q4
581,199920,459,78,624,Q4
582,200418,399,93,644,Q4
583,201116,159,141,681,Q4
584,201395,219,127,687,Q4
585,201754,120,149,685,Q4
586,202192,120,131,667,Q4
587,202512,359,171,677,Q4
588,202990,180,498,778,Q4
589,204107,179,466,869,Q1
590,204366,100,463,931,Q1
591,204784,140,444,757,Q4
592,205143,120,148,675,Q4
593,205602,179,149,664,Q4
594,205861,219,530,688,Q4
595,206100,120,437,692,Q4
596,206399,179,499,655,Q4
597,206858,140,685,710,Q5
598,207017,219,707,704,Q5
599,207496,239,128,664,Q4
600,207855,120,145,671,Q4
601,208154,100,727,686,Q5
602,208553,379,734,731,Q5
603,209051,119,723,762,Q5
604,209350,239,742,630,Q5
605,209609,219,734,708,Q5
606,210108,419,730,712,Q5
607,210546,120,701,711,Q5
608,210766,120,704,715,Q5
609,210965,379,754,738,Q5
610,211463,100,767,728,Q5
611,211703,219,753,718,Q5
612,211942,200,766,725,Q5
613,212241,120,753,728,Q5
614,212440,120,736,717,Q5
615,212660,120,172,692,Q4
616,212899,319,124,670,Q4
617,213437,179,124,657,Q4
618,213657,120,121,651,Q4
619,213836,379,94,608,Q4
620,214434,279,738,696,Q5
621,214773,100,763,719,Q5
622,215152,160,801,739,Q5
623,215471,140,674,279,Q8
624,216368,239,263,252,Q7
625,216627,219,79,245,Q7
626,216966,100,143,706,Q4
627,217086,140,140,668,Q4
628,217365,159,737,730,Q5
629,217664,140,788,729,Q5
630,218123,140,768,727,Q5
631,218442,120,581,268,Q8
632,218581,140,463,231,Q7
633,218780,120,455,231,Q7
634,219040,219,126,235,Q7
635,219279,120,79,244,Q7
636,219418,219,253,231,Q7
637,219817,339,537,244,Q8
638,220176,518,595,240,Q8
639,220714,279,599,244,Q8
640,221014,279,599,243,Q8
641,221313,219,498,221,Q7
642,221671,259,513,195,Q7
643,222210,339,590,248,Q8
644,222728,219,436,247,Q7
645,222967,518,445,232,Q7
646,223506,140,446,254,Q7
647,223665,259,437,206,Q7
648,224004,120,139,206,Q7
649,224144,239,64,226,Q7
650,224423,160,307,212,Q7
651,224602,419,266,213,Q7
652,225101,239,65,222,Q7
653,225360,219,258,216,Q7
654,225699,239,141,528,Q4
655,225998,439,108,641,Q4
656,226696,219,65,653,Q4
657,226935,140,71,663,Q4
658,227094,140,134,665,Q4
659,227354,120,462,189,Q7
660,227892,239,89,176,Q7
661,228191,439,273,176,Q7
662,228689,219,118,628,Q4
663,228929,199,127,640,Q4
664,229228,140,431,198,Q7
665,229487,179,438,210,Q7
666,229706,279,491,783,Q4
667,230025,100,478,807,Q1
668,230284,179,447,199,Q7
669,230623,638,453,194,Q7
670,231421,199,120,635,Q4
671,231840,120,439,178,Q7
672,232139,279,586,195,Q8
673,232438,239,589,190,Q8
674,232737,100,1162,212,Q9
675,232936,140,1249,217,Q9
676,233554,259,125,601,Q4
677,234152,100,143,618,Q4
678,234730,199,210,18,Q7
679,234950,219,440,17,Q7
680,235189,339,584,24,Q8
681,235568,259,584,29,Q8
682,235847,179,568,206,Q8
683,236086,718,447,208,Q7
684,236824,179,101,232,Q7
685,237023,140,78,238,Q7
686,237183,160,283,227,Q7
687,237362,439,250,231,Q7
688,237821,219,85,252,Q7
689,238120,140,284,242,Q7
690,238279,359,450,245,Q7
691,239715,120,437,204,Q7
692,240772,339,81,600,Q4
693,241150,159,90,615,Q4
694,241430,199,50,616,Q4
695,241689,219,53,606,Q4
696,242387,239,93,632,Q4
697,242725,100,87,625,Q4
698,243124,279,77,614,Q4
699,243543,219,85,647,Q4
700,243782,359,59,644,Q4
701,244161,259,119,670,Q4
702,244460,259,111,717,Q4
703,244739,160,107,711,Q4
704,244978,140,103,680,Q4
705,245138,160,117,702,Q4
706,245317,120,125,709,Q4
707,245577,179,736,673,Q5
708,245915,100,710,703,Q5
709,246035,100,678,686,Q5
710,246534,459,719,595,Q5
711,247012,239,735,652,Q5
712,247311,479,713,722,Q5
713,247809,180,710,739,Q5
714,248009,180,683,755,Q5
715,248208,419,726,746,Q5
716,249105,778,687,568,Q5
717,250062,160,737,555,Q5
718,250521,100,752,658,Q5
719,251119,120,779,753,Q5
720,251498,279,722,659,Q5
721,251897,120,731,642,Q5
722,252096,179,87,644,Q4
723,252295,100,97,642,Q4
724,254010,159,209,221,Q7
725,254209,160,62,213,Q7
726,254409,219,255,213,Q7
727,254688,239,51,225,Q7
728,255246,140,757,768,Q5
729,255406,120,773,770,Q5
730,255545,259,771,749,Q5
731,255824,339,746,827,Q2
732,256323,140,745,828,Q2
733,256622,199,734,831,Q2
734,256881,319,733,827,Q2
735,257419,279,726,632,Q5
736,258177,299,121,748,Q4
737,258496,120,125,753,Q4
738,258695,120,117,708,Q4
739,258835,259,102,676,Q4
740,259274,100,132,729,Q4
741,259393,100,106,701,Q4
742,259513,140,129,682,Q4
743,259672,219,124,673,Q4
744,260031,239,123,700,Q4
745,260390,279,127,699,Q4
746,260689,199,125,694,Q4
747,261267,140,103,657,Q4
748,261427,120,106,644,Q4
749,261566,120,116,727,Q4
750,261766,100,120,699,Q4
751,261965,120,131,282,Q7
752,263321,120,724,773,Q5
753,263460,100,741,799,Q5
754,263580,359,764,814,Q2
755,264258,120,737,823,Q2
756,264597,160,795,846,Q2
757,264776,459,722,832,Q2
758,265255,120,718,667,Q5
759,265454,140,711,639,Q5
760,265614,319,718,620,Q5
761,266052,199,742,639,Q5
762,266292,100,743,634,Q5
763,266451,279,733,833,Q2
764,266750,100,748,845,Q2
765,267388,160,737,831,Q2
766,267966,100,769,770,Q5
767,268146,100,749,815,Q2
768,269163,120,113,686,Q4
769,269422,119,85,645,Q4
770,270159,120,783,688,Q5
771,270698,399,113,704,Q4
772,271495,120,475,873,Q1
773,271834,239,462,917,Q1
774,272333,100,453,880,Q1
775,272532,239,123,710,Q4
776,272791,279,101,696,Q4
777,273090,239,472,779,Q4
778,273489,279,475,789,Q4
779,273908,100,476,787,Q4
780,274027,140,465,782,Q4
781,274227,159,471,817,Q1
782,274785,279,468,874,Q1
783,275084,179,483,856,Q1
784,275323,179,484,765,Q4
785,275782,199,467,792,Q4
786,276898,160,112,705,Q4
787,277815,140,1100,833,Q3
788,278553,120,457,780,Q4
789,278733,120,111,726,Q4
790,278872,199,110,698,Q4
791,280387,120,772,760,Q5
792,280647,140,772,764,Q5
793,280946,179,510,196,Q7
794,282222,179,270,212,Q7
795,282421,498,281,207,Q7
796,282979,419,461,210,Q7
797,283418,239,620,225,Q8
798,283697,100,455,233,Q7
799,283976,120,454,216,Q7
800,284235,219,604,213,Q8
801,284475,518,607,216,Q8
802,285172,179,494,233,Q7
803,285372,120,505,233,Q7
804,285611,139,254,253,Q7
805,286110,139,334,226,Q7
806,286269,179,453,200,Q7
807,286488,100,158,221,Q7
808,286608,199,82,237,Q7
809,286867,239,275,217,Q7
810,287126,140,325,229,Q7
811,287385,120,92,686,Q4
812,287545,180,121,649,Q4
813,287764,160,95,644,Q4
814,287984,319,88,649,Q4
815,288502,100,117,839,Q1
816,288622,100,123,867,Q1
817,289020,100,50,651,Q4
818,289240,598,71,635,Q4
819,289878,159,103,618,Q4
820,290336,658,73,590,Q4
821,291233,179,103,640,Q4
822,291433,319,118,666,Q4
823,291832,120,129,667,Q4
824,291971,120,106,645,Q4
825,292131,180,72,661,Q4
826,292330,100,69,668,Q4
827,292470,179,130,661,Q4
828,292769,439,131,680,Q4
829,293446,179,106,648,Q4
830,293706,140,112,651,Q4
831,294304,140,697,647,Q5
832,294663,219,722,638,Q5
833,295301,100,687,616,Q5
834,295460,120,733,592,Q5
835,295739,439,719,599,Q5
836,296218,199,692,581,Q5
837,296457,179,706,570,Q5
838,296656,159,686,563,Q5
839,296955,100,702,578,Q5
840,297274,180,741,588,Q5
841,297554,160,767,603,Q5
842,297853,538,759,648,Q5
843,298511,120,777,596,Q5
844,298650,140,771,600,Q5
845,298810,180,765,614,Q5
846,299527,219,731,583,Q5
847,299806,120,737,671,Q5
848,299946,100,743,684,Q5
849,300126,179,704,692,Q5
850,300325,159,695,701,Q5
851,300923,299,816,708,Q5
852,301342,140,788,705,Q5
853,301661,120,383,260,Q7
854,301800,140,428,190,Q7
855,302677,219,748,686,Q5
856,303176,160,729,579,Q5
857,303395,140,716,580,Q5
858,303814,120,116,684,Q4
859,304452,219,116,652,Q4
860,305010,479,130,664,Q4
861,305868,140,83,624,Q4
862,306027,100,92,630,Q4
863,306266,219,91,609,Q4
864,306705,120,117,628,Q4
865,306944,180,125,640,Q4
866,307403,120,135,658,Q4
867,307702,100,714,718,Q5
868,307841,199,775,700,Q5
869,308160,120,761,681,Q5
870,308420,319,784,708,Q5
871,308798,140,803,712,Q5
872,309018,160,834,721,Q5
873,309217,160,788,708,Q5
874,309855,140,412,221,Q7
875,310353,239,239,234,Q7
876,310613,200,321,231,Q7
877,310892,479,587,222,Q8
878,311789,479,603,217,Q8
879,312287,279,512,264,Q7
880,312606,180,494,254,Q7
881,312806,160,447,192,Q7
882,313125,100,455,210,Q7
883,314480,140,136,702,Q4
884,314780,100,121,651,Q4
885,314899,100,118,642,Q4
886,315079,778,106,628,Q4
887,316235,120,158,713,Q4
888,316694,100,127,675,Q4
889,316833,419,88,639,Q4
890,317272,120,76,651,Q4
891,317471,319,127,627,Q4
892,317970,239,83,666,Q4
893,318707,100,129,652,Q4
894,318827,120,136,687,Q4
895,318966,179,137,686,Q4
896,319285,120,135,705,Q4
897,319465,100,124,700,Q4
898,319684,120,135,725,Q4
899,319824,179,152,716,Q4
900,320083,100,88,662,Q4
901,320302,100,156,658,Q4
902,320561,120,677,732,Q5
903,321000,100,705,692,Q5
904,321279,100,731,636,Q5
905,321399,239,763,654,Q5
906,321658,339,766,622,Q5
907,322017,459,751,628,Q5
908,322595,159,744,611,Q5
909,322774,259,739,652,Q5
910,323054,120,789,689,Q5
911,323193,100,783,701,Q5
912,323353,120,785,701,Q5
913,324270,379,740,610,Q5
914,324748,339,726,571,Q5
915,325247,140,725,561,Q5
916,325446,219,745,603,Q5
917,325685,399,745,594,Q5
918,327101,100,114,652,Q4
919,327221,139,113,660,Q4
920,327460,379,102,609,Q4
921,327859,319,116,622,Q4
922,328198,179,115,629,Q4
923,328397,179,120,648,Q4
924,328636,239,115,654,Q4
925,328895,219,122,665,Q4
926,329135,299,159,651,Q4
927,329733,140,134,651,Q4
928,330151,159,475,257,Q7
929,330730,199,749,788,Q5
