SL No.,TimeStamp,Duration,X,Y,Quadrant
96,30904,160,659,521,Q5
97,31143,120,693,514,Q5
98,31403,359,729,527,Q5
99,31821,259,772,552,Q5
100,32120,259,659,512,Q5
101,32399,219,702,509,Q5
102,32778,100,702,681,Q5
103,32898,518,702,642,Q5
104,33436,120,715,609,Q5
105,33675,120,660,613,Q5
106,33835,219,699,617,Q5
107,34074,239,767,637,Q5
108,34333,319,743,660,Q5
109,34772,199,786,650,Q5
110,35011,339,696,678,Q5
111,35430,239,712,666,Q5
112,35709,239,731,636,Q5
113,35988,100,674,664,Q5
114,36108,698,686,648,Q5
115,36865,120,662,643,Q5
116,37085,359,735,666,Q5
117,37503,299,682,675,Q5
118,37862,279,709,675,Q5
119,38161,239,663,674,Q5
120,38520,179,765,687,Q5
121,38759,279,730,705,Q5
122,39078,100,747,739,Q5
123,39397,100,822,722,Q5
124,39597,379,716,736,Q5
125,40016,120,785,720,Q5
126,40195,279,711,693,Q5
127,40574,100,770,762,Q5
128,40893,200,842,722,Q5
129,41112,179,728,741,Q5
130,41311,239,731,724,Q5
131,41750,219,737,700,Q5
132,41989,837,693,706,Q5
133,43066,259,664,708,Q5
134,43345,239,718,705,Q5
135,43684,140,789,709,Q5
136,43863,459,729,755,Q5
137,44382,160,778,763,Q5
138,44581,239,736,776,Q5
139,44840,578,746,790,Q5
140,45538,379,731,764,Q5
141,45937,199,708,742,Q5
142,46156,459,723,745,Q5
143,46635,478,814,738,Q5
144,47133,120,849,721,Q5
145,47332,100,724,766,Q5
146,47452,100,730,762,Q5
147,47632,219,795,774,Q5
148,47931,239,734,763,Q5
149,48230,120,775,768,Q5
150,48389,419,729,819,Q2
151,48868,279,679,717,Q5
152,49167,259,721,706,Q5
153,49466,199,724,705,Q5
154,49685,319,745,725,Q5
155,50024,179,711,722,Q5
156,50283,120,750,720,Q5
157,50443,379,682,713,Q5
158,50861,120,687,592,Q5
159,51001,199,682,611,Q5
160,51220,239,695,543,Q5
161,51480,179,690,521,Q5
162,51719,139,650,514,Q5
163,51878,219,685,511,Q5
164,52137,279,728,542,Q5
165,52456,140,737,526,Q5
166,52736,179,690,532,Q5
167,52935,179,736,542,Q5
168,53134,120,740,558,Q5
169,53413,479,826,554,Q5
170,53912,199,711,520,Q5
171,54131,100,714,537,Q5
172,54251,498,722,548,Q5
173,54869,239,684,544,Q5
174,55128,479,718,562,Q5
175,55627,120,729,563,Q5
176,55766,120,751,561,Q5
177,55906,140,800,552,Q5
178,56105,179,760,558,Q5
179,56304,199,722,576,Q5
180,56544,339,721,583,Q5
181,56903,219,685,581,Q5
182,57182,120,738,604,Q5
183,57321,120,732,619,Q5
184,57560,179,718,596,Q5
185,57919,120,711,618,Q5
186,58139,199,739,614,Q5
187,58458,778,695,623,Q5
188,59255,160,765,629,Q5
189,59435,200,746,678,Q5
190,59714,299,691,575,Q5
191,60093,100,690,639,Q5
192,60332,140,749,685,Q5
193,60551,219,803,671,Q5
194,60790,140,744,691,Q5
195,61050,140,700,595,Q5
196,61229,140,680,584,Q5
197,61388,179,722,561,Q5
198,61688,199,726,581,Q5
199,61987,199,748,621,Q5
200,62405,279,747,694,Q5
201,62784,199,740,653,Q5
202,63043,120,755,668,Q5
203,63183,219,796,664,Q5
204,63502,259,753,675,Q5
205,63781,140,759,669,Q5
206,63940,239,759,677,Q5
207,64240,1236,715,568,Q5
208,65575,279,65,562,Q4
209,65994,259,46,531,Q4
210,66532,279,81,526,Q4
211,66991,239,72,533,Q4
212,67270,359,69,538,Q4
213,67768,399,78,575,Q4
214,68187,279,63,552,Q4
215,68486,239,89,569,Q4
216,68745,199,112,594,Q4
217,69084,140,51,545,Q4
218,69483,658,79,555,Q4
219,70181,499,39,523,Q4
220,70699,120,81,532,Q4
221,70958,100,62,540,Q4
222,71357,558,701,513,Q5
223,72553,479,47,532,Q4
224,73072,100,46,540,Q4
225,73351,140,86,541,Q4
226,73550,279,671,514,Q5
227,73889,538,729,526,Q5
228,74448,140,687,571,Q5
229,74647,140,247,238,Q7
230,74846,578,242,180,Q7
231,75664,179,748,622,Q5
232,76162,100,708,570,Q5
233,76302,319,726,570,Q5
234,76641,219,727,596,Q5
235,76960,259,66,587,Q4
236,77279,339,73,556,Q4
237,77737,180,79,551,Q4
238,77996,339,78,549,Q4
239,78515,120,748,637,Q5
240,78774,140,317,183,Q7
241,78933,339,262,187,Q7
242,79312,199,476,191,Q7
243,79532,538,426,184,Q7
244,80090,180,692,196,Q8
245,80329,160,404,200,Q7
246,80508,439,445,193,Q7
247,81047,279,446,161,Q7
248,81406,399,249,204,Q7
249,81844,239,528,189,Q7
250,82103,877,607,194,Q8
251,83001,120,587,227,Q8
252,83140,638,497,238,Q7
253,83918,299,502,228,Q7
254,84237,459,425,197,Q7
255,84795,179,642,228,Q8
256,85094,120,139,189,Q7
257,85234,498,43,209,Q7
258,85772,359,237,204,Q7
259,86191,538,42,221,Q7
260,86789,179,264,219,Q7
261,86988,100,234,216,Q7
262,87227,658,58,533,Q4
263,87905,219,73,569,Q4
264,88145,259,84,576,Q4
265,88424,140,77,601,Q4
266,88683,219,75,569,Q4
267,89002,279,23,541,Q4
268,89301,259,70,543,Q4
269,89620,498,71,554,Q4
270,90138,578,67,566,Q4
271,90736,279,67,630,Q4
272,91036,279,69,605,Q4
273,91335,339,30,604,Q4
274,91933,518,48,226,Q7
275,92571,180,57,585,Q4
276,92770,518,38,621,Q4
277,93308,140,17,615,Q4
278,93568,180,49,628,Q4
279,93767,419,88,641,Q4
280,94206,239,76,743,Q4
281,94465,179,64,718,Q4
282,94664,618,98,713,Q4
283,95382,259,39,625,Q4
284,95781,180,769,626,Q5
285,95980,179,740,740,Q5
286,96179,199,750,687,Q5
287,96598,140,682,556,Q5
288,96817,219,703,573,Q5
289,97097,100,682,567,Q5
290,97316,379,713,565,Q5
291,97715,179,719,563,Q5
292,97914,120,721,570,Q5
293,98053,379,680,569,Q5
294,98452,419,728,550,Q5
295,98891,159,701,521,Q5
296,99070,359,714,517,Q5
297,99449,219,716,531,Q5
298,99708,140,652,513,Q5
299,99948,299,700,513,Q5
300,100506,180,688,507,Q5
301,100705,419,669,519,Q5
302,101244,379,704,540,Q5
303,101842,817,704,535,Q5
304,102679,239,700,555,Q5
305,102958,120,705,564,Q5
306,103138,120,700,584,Q5
307,103377,558,661,580,Q5
308,104035,100,712,616,Q5
309,104234,239,738,610,Q5
310,104493,140,689,585,Q5
311,104732,100,93,572,Q4
312,104892,120,21,577,Q4
313,105032,279,40,590,Q4
314,105610,159,44,605,Q4
315,105789,638,25,606,Q4
316,106706,379,83,635,Q4
317,107125,179,767,590,Q5
318,107324,159,708,592,Q5
319,107504,180,742,593,Q5
320,107703,100,809,615,Q5
321,108042,498,93,621,Q4
322,108561,239,77,647,Q4
323,108820,259,101,675,Q4
324,109099,339,92,675,Q4
325,109717,140,706,617,Q5
326,109877,518,736,641,Q5
327,110435,160,724,613,Q5
328,110614,339,823,616,Q5
329,111013,140,740,618,Q5
330,111332,120,101,633,Q4
331,111471,120,78,708,Q4
332,111611,100,82,706,Q4
333,111731,459,91,674,Q4
334,112209,219,95,664,Q4
335,112608,140,786,632,Q5
336,112767,120,733,653,Q5
337,113027,120,735,637,Q5
338,113166,219,778,640,Q5
339,113545,180,748,637,Q5
340,113804,100,771,633,Q5
341,113964,339,739,655,Q5
342,114422,120,809,645,Q5
343,114721,259,734,609,Q5
344,115020,199,834,589,Q5
345,115519,179,738,619,Q5
346,115838,379,728,682,Q5
347,116356,578,708,583,Q5
348,116954,179,693,526,Q5
349,117193,219,693,497,Q5
350,117512,319,728,521,Q5
351,117891,299,761,643,Q5
352,118210,259,732,655,Q5
353,118489,179,763,697,Q5
354,118689,299,725,686,Q5
355,119785,179,747,605,Q5
356,120005,379,841,585,Q5
357,120423,379,722,588,Q5
358,120982,199,742,552,Q5
359,121480,279,735,536,Q5
360,121779,180,737,520,Q5
361,121978,279,718,647,Q5
362,122278,419,723,594,Q5
363,122876,179,99,664,Q4
364,123075,219,82,677,Q4
365,123314,239,88,623,Q4
366,123673,179,794,612,Q5
367,123932,359,734,619,Q5
368,124311,239,741,610,Q5
369,124690,120,846,616,Q5
370,124889,100,160,656,Q4
371,125069,678,87,650,Q4
372,126145,259,95,691,Q4
373,126425,279,83,711,Q4
374,126783,120,85,711,Q4
375,126923,180,60,700,Q4
376,127162,159,747,663,Q5
377,127342,100,723,639,Q5
378,127541,359,727,628,Q5
379,127980,140,735,616,Q5
380,128319,199,834,597,Q5
381,128578,120,766,592,Q5
382,128777,180,722,674,Q5
383,129056,180,730,652,Q5
384,129256,140,724,653,Q5
385,129415,180,812,640,Q5
386,129654,100,757,643,Q5
387,129834,219,105,705,Q4
388,130113,299,80,732,Q4
389,130552,140,138,728,Q4
390,130711,877,67,730,Q4
391,131608,219,48,710,Q4
392,131848,140,99,714,Q4
393,132007,200,99,710,Q4
394,132306,219,119,740,Q4
395,132545,140,117,767,Q4
396,132705,100,62,650,Q4
397,132924,498,92,646,Q4
398,133901,219,84,658,Q4
399,134140,120,88,629,Q4
400,134400,159,75,616,Q4
401,134599,419,101,639,Q4
402,135117,339,86,668,Q4
403,135476,219,93,698,Q4
404,135935,219,87,758,Q4
405,136174,419,94,748,Q4
406,136613,339,101,756,Q4
407,136971,379,95,733,Q4
408,137889,558,93,647,Q4
409,138726,438,728,616,Q5
410,139185,219,711,636,Q5
411,139524,139,736,632,Q5
412,139723,180,784,625,Q5
413,140082,179,729,658,Q5
414,140361,239,94,641,Q4
415,140660,120,72,616,Q4
416,140899,140,750,526,Q5
417,141059,279,675,462,Q5
418,141557,219,225,183,Q7
419,141856,239,436,188,Q7
420,142155,319,560,201,Q8
421,142494,957,593,203,Q8
422,143491,239,448,197,Q7
423,143750,479,493,247,Q7
424,144249,379,448,188,Q7
425,144767,179,97,247,Q7
426,144966,957,61,228,Q7
427,145943,798,59,229,Q7
428,146781,538,252,221,Q7
429,147339,319,240,222,Q7
430,147678,339,268,219,Q7
431,148057,219,54,235,Q7
432,148495,159,33,565,Q4
433,148675,259,15,515,Q4
434,149094,219,24,610,Q4
435,149333,140,23,608,Q4
436,149572,140,75,609,Q4
437,149731,299,39,570,Q4
438,150050,259,46,575,Q4
439,150330,180,10,548,Q4
440,150649,259,62,547,Q4
441,151067,359,41,601,Q4
442,151446,299,71,579,Q4
443,151765,538,32,585,Q4
444,152323,678,81,613,Q4
445,153141,459,44,629,Q4
446,153619,538,113,647,Q4
447,154217,199,116,663,Q4
448,154457,140,114,637,Q4
449,154616,179,75,625,Q4
450,154835,259,699,554,Q5
451,155135,219,671,579,Q5
452,155533,299,708,558,Q5
453,155952,259,652,571,Q5
454,156231,120,685,572,Q5
455,156410,279,709,585,Q5
456,156829,558,701,544,Q5
457,157467,518,661,527,Q5
458,158006,219,705,565,Q5
459,158265,219,742,542,Q5
460,158604,179,782,534,Q5
461,158863,239,683,542,Q5
462,159122,120,689,559,Q5
463,159301,219,756,578,Q5
464,159959,219,82,614,Q4
465,160219,180,117,639,Q4
466,160757,140,115,646,Q4
467,160956,160,120,665,Q4
468,161415,339,742,599,Q5
469,161774,419,744,594,Q5
470,162212,1914,744,591,Q5
471,164465,140,67,582,Q4
472,164625,419,70,572,Q4
473,165063,219,35,546,Q4
474,165303,279,61,535,Q4
475,165662,339,709,537,Q5
476,166020,279,670,498,Q5
477,166320,219,717,471,Q5
478,166738,459,736,552,Q5
479,167276,120,712,538,Q5
480,167416,140,713,523,Q5
481,167576,219,735,540,Q5
482,167914,279,80,554,Q4
483,168213,180,60,583,Q4
484,168413,179,59,581,Q4
485,168712,379,72,571,Q4
486,169111,518,90,598,Q4
487,169669,120,153,596,Q4
488,169808,299,105,618,Q4
489,170127,259,86,603,Q4
490,170407,140,135,610,Q4
491,170706,399,100,630,Q4
492,171124,180,89,648,Q4
493,171643,100,120,636,Q4
494,171762,837,122,651,Q4
495,172620,319,106,643,Q4
496,173337,638,86,628,Q4
497,173995,219,147,619,Q4
498,174235,100,45,557,Q4
499,174354,279,45,561,Q4
500,174653,618,122,616,Q4
501,175291,379,124,656,Q4
502,175690,319,108,666,Q4
503,176029,120,153,681,Q4
504,176228,140,657,582,Q5
505,176428,399,729,570,Q5
506,177066,219,750,574,Q5
507,177305,718,731,556,Q5
508,178043,199,721,589,Q5
509,178302,239,760,582,Q5
510,178661,180,871,586,Q5
511,178900,159,821,580,Q5
512,179139,239,732,592,Q5
513,179558,219,705,589,Q5
514,179797,219,676,545,Q5
515,180216,159,762,533,Q5
516,180395,299,703,535,Q5
517,180794,738,749,555,Q5
518,181552,379,747,598,Q5
519,182030,339,760,568,Q5
520,182489,119,139,665,Q4
521,182628,140,92,666,Q4
522,182788,279,103,639,Q4
523,183187,199,774,570,Q5
524,183406,159,749,583,Q5
525,183705,159,859,592,Q5
526,183884,538,749,590,Q5
527,184443,419,741,608,Q5
528,184981,279,93,638,Q4
529,185280,100,116,681,Q4
530,185519,857,107,665,Q4
531,186516,239,733,591,Q5
532,186775,339,751,632,Q5
533,187373,518,109,657,Q4
534,188031,160,91,661,Q4
535,188211,239,112,637,Q4
536,188530,120,713,673,Q5
537,188789,179,759,628,Q5
538,189068,219,119,669,Q4
539,189407,239,117,644,Q4
540,189706,199,807,588,Q5
541,189926,159,741,573,Q5
542,190264,100,274,293,Q7
543,190464,120,491,194,Q7
544,190603,179,430,206,Q7
545,190823,1715,583,228,Q8
546,192657,279,508,259,Q7
547,192956,518,426,235,Q7
548,193554,777,51,245,Q7
549,194392,160,396,256,Q7
550,194571,259,424,235,Q7
551,194870,299,40,243,Q7
552,195249,199,431,222,Q7
553,195687,140,421,479,Q4
554,195887,339,11,540,Q4
555,196305,219,28,588,Q4
556,196644,179,62,570,Q4
557,196963,359,59,568,Q4
558,197402,917,677,539,Q5
559,198339,678,661,530,Q5
560,199097,179,711,535,Q5
561,199456,160,89,528,Q4
562,199775,199,37,537,Q4
563,199994,160,39,544,Q4
564,200353,160,50,610,Q4
565,200692,120,20,591,Q4
566,200851,100,13,587,Q4
567,200971,239,79,581,Q4
568,201230,100,56,558,Q4
569,201689,578,65,577,Q4
570,202287,279,4,580,Q4
571,202586,399,38,590,Q4
572,203084,120,172,259,Q7
573,203224,139,238,236,Q7
574,203383,977,52,247,Q7
575,204420,159,81,649,Q4
576,204599,160,88,606,Q4
577,204779,279,42,571,Q4
578,205078,578,84,612,Q4
579,205676,140,46,624,Q4
580,205836,279,44,614,Q4
581,206174,319,121,613,Q4
582,206633,319,115,623,Q4
583,206972,120,95,617,Q4
584,207112,159,151,619,Q4
585,207371,499,83,608,Q4
586,207889,259,59,643,Q4
587,208168,778,91,602,Q4
588,209085,498,33,607,Q4
589,209624,239,97,609,Q4
590,209883,319,116,639,Q4
591,210262,239,57,584,Q4
592,210521,479,57,592,Q4
593,211019,479,106,616,Q4
594,211558,279,109,664,Q4
595,211897,1176,57,554,Q4
596,213093,239,55,534,Q4
597,213352,219,96,533,Q4
598,213751,379,20,540,Q4
599,214149,379,83,556,Q4
600,214608,179,97,578,Q4
601,214947,279,29,532,Q4
602,215246,319,52,531,Q4
603,215585,259,81,551,Q4
604,215864,319,55,555,Q4
605,216203,279,66,528,Q4
606,216542,179,119,590,Q4
607,216741,478,79,597,Q4
608,217240,239,82,616,Q4
609,217499,459,40,574,Q4
610,217997,219,23,571,Q4
611,218237,817,88,612,Q4
612,219134,120,174,575,Q4
613,219273,379,76,604,Q4
614,219672,339,39,597,Q4
615,220031,379,92,611,Q4
616,220430,538,115,639,Q4
617,220988,319,35,616,Q4
618,221387,120,107,616,Q4
619,221526,219,100,616,Q4
620,221825,140,96,645,Q4
621,222025,977,111,629,Q4
622,223062,160,61,601,Q4
623,223560,578,112,657,Q4
624,224218,100,719,532,Q5
625,224637,120,167,281,Q7
626,224836,239,57,229,Q7
627,225095,160,35,254,Q7
628,225334,100,211,253,Q7
629,225454,319,241,239,Q7
630,225833,180,51,241,Q7
631,226132,140,677,563,Q5
632,226371,140,708,546,Q5
633,226531,140,702,541,Q5
634,226750,219,684,524,Q5
635,226989,159,694,528,Q5
636,227169,179,653,527,Q5
637,227448,120,669,540,Q5
638,227587,140,675,532,Q5
639,227747,299,740,563,Q5
640,228066,179,742,555,Q5
641,228365,239,719,543,Q5
642,228644,180,717,541,Q5
643,228843,179,784,535,Q5
644,229123,100,740,549,Q5
645,229242,160,691,537,Q5
646,229422,180,686,555,Q5
647,229661,179,719,579,Q5
648,229960,179,749,576,Q5
649,230159,259,730,557,Q5
650,230438,319,700,566,Q5
651,230777,279,752,569,Q5
652,231216,479,725,554,Q5
653,231834,319,697,523,Q5
654,232173,160,752,558,Q5
655,232352,239,744,552,Q5
656,232691,439,91,626,Q4
657,233150,279,47,630,Q4
658,233449,100,84,615,Q4
659,233708,279,703,556,Q5
660,234007,219,748,565,Q5
661,234247,339,707,585,Q5
662,234805,199,734,558,Q5
663,235044,498,701,574,Q5
664,235822,439,719,571,Q5
665,236300,100,706,571,Q5
666,236420,199,754,590,Q5
667,236639,219,800,609,Q5
668,236978,219,771,630,Q5
669,237297,180,701,600,Q5
670,237516,239,755,599,Q5
671,237875,219,776,666,Q5
672,238134,179,771,679,Q5
673,238334,140,777,683,Q5
674,238573,279,730,570,Q5
675,238912,778,698,526,Q5
676,239729,120,759,686,Q5
677,240347,419,762,540,Q5
678,240846,100,756,547,Q5
679,241025,239,82,627,Q4
680,241284,319,136,617,Q4
681,241663,159,818,583,Q5
682,241922,279,734,547,Q5
683,242221,140,787,539,Q5
684,242560,100,867,574,Q5
685,242959,139,761,562,Q5
686,243159,758,104,621,Q4
687,243936,199,89,625,Q4
688,244175,140,143,603,Q4
689,244594,239,114,612,Q4
690,244933,239,769,583,Q5
691,245192,339,694,521,Q5
692,245611,120,793,582,Q5
693,245930,179,297,260,Q7
694,246129,139,458,213,Q7
695,246289,379,431,226,Q7
696,246727,179,22,245,Q7
697,246927,179,65,244,Q7
698,247146,199,285,245,Q7
699,247465,778,591,228,Q8
700,248322,279,428,220,Q7
701,248621,399,490,263,Q7
702,249040,658,437,228,Q7
703,250216,179,680,384,Q8
704,250476,219,261,361,Q7
705,250735,180,112,246,Q7
706,250934,359,41,255,Q7
707,251532,160,460,235,Q7
708,251712,439,403,250,Q7
709,252210,279,253,255,Q7
710,252529,578,434,246,Q7
711,253207,419,67,272,Q7
712,253646,518,44,272,Q7
713,254324,498,42,269,Q7
714,254862,339,325,257,Q7
715,255221,199,432,261,Q7
716,255620,179,626,431,Q5
717,255859,140,256,394,Q7
718,256038,259,229,236,Q7
719,256317,199,414,245,Q7
720,256616,379,29,273,Q7
721,257015,100,168,256,Q7
722,257135,479,241,260,Q7
723,258112,179,66,633,Q4
724,258311,239,80,626,Q4
725,258610,498,39,606,Q4
726,259129,917,65,576,Q4
727,260066,1774,41,585,Q4
728,261860,718,48,596,Q4
729,262598,299,102,611,Q4
730,262917,299,15,549,Q4
731,263236,339,63,541,Q4
732,263594,279,10,554,Q4
733,263894,598,80,560,Q4
734,264512,159,48,556,Q4
735,264731,180,97,200,Q7
736,264930,100,37,218,Q7
737,265190,219,88,534,Q4
738,265429,199,45,551,Q4
739,265648,219,102,584,Q4
740,265887,179,69,577,Q4
741,266087,977,39,531,Q4
742,267084,1097,62,597,Q4
743,268200,359,8,609,Q4
744,268579,179,83,657,Q4
745,268778,778,84,647,Q4
746,269576,179,81,645,Q4
747,269795,758,50,244,Q7
748,270593,179,220,250,Q7
749,270872,120,73,687,Q4
750,271011,259,82,654,Q4
751,271370,219,714,585,Q5
752,271709,100,771,585,Q5
753,271829,140,739,560,Q5
754,271988,199,671,535,Q5
755,272208,1057,704,525,Q5
756,273284,219,709,583,Q5
757,273563,299,684,552,Q5
758,273902,100,667,530,Q5
759,274022,239,667,527,Q5
760,274281,159,684,579,Q5
761,274460,299,696,573,Q5
762,274859,419,664,581,Q5
763,275298,239,705,597,Q5
764,275577,179,740,595,Q5
765,275776,100,712,640,Q5
766,275956,140,707,628,Q5
767,276115,259,753,622,Q5
768,276394,239,718,623,Q5
769,276694,299,76,645,Q4
770,277371,359,717,618,Q5
771,277890,140,738,636,Q5
772,278069,259,719,638,Q5
773,278448,199,79,673,Q4
774,278807,180,65,663,Q4
775,279006,160,34,628,Q4
776,279186,219,99,661,Q4
777,279804,179,76,630,Q4
778,281857,179,728,623,Q5
779,290191,120,70,609,Q4
780,294518,119,73,672,Q4
781,294677,120,58,630,Q4
782,296053,140,113,696,Q4
783,296292,159,85,682,Q4
784,297010,199,83,760,Q4
785,297349,179,84,745,Q4
786,297568,100,147,735,Q4
787,297807,100,101,749,Q4
788,298086,140,103,743,Q4
789,298385,160,148,740,Q4
790,298605,120,87,760,Q4
791,299123,319,90,682,Q4
792,299482,179,83,638,Q4
793,299721,140,86,636,Q4
794,300280,219,731,636,Q5
795,300658,120,736,607,Q5
796,300858,100,834,617,Q5
797,301575,219,738,646,Q5
798,301815,120,757,659,Q5
799,301954,140,796,667,Q5
800,302572,159,758,670,Q5
801,302851,100,734,675,Q5
802,303370,120,675,383,Q8
803,303888,239,445,243,Q7
804,304147,339,587,261,Q8
805,304506,319,583,254,Q8
806,304865,259,35,266,Q7
807,305364,359,559,254,Q8
808,305742,179,556,272,Q8
809,305942,179,564,268,Q8
810,306141,179,556,267,Q8
811,306540,299,39,282,Q7
812,307158,100,594,275,Q8
813,307337,100,463,263,Q7
814,307557,179,436,268,Q7
815,307776,239,427,224,Q7
816,308055,160,99,261,Q7
817,308235,678,49,251,Q7
818,308952,179,314,243,Q7
819,309152,558,261,247,Q7
820,309730,877,64,234,Q7
821,310647,160,326,232,Q7
822,310826,678,245,238,Q7
823,311564,160,13,245,Q7
824,311744,160,47,246,Q7
825,311983,219,65,589,Q4
826,312342,159,391,308,Q7
827,312521,120,444,270,Q7
828,312780,179,423,203,Q7
829,313339,359,660,275,Q8
830,313817,180,3,606,Q4
831,314016,120,56,593,Q4
832,314156,339,56,587,Q4
833,314754,239,69,574,Q4
834,315213,279,11,595,Q4
835,315651,120,34,596,Q4
836,315791,100,33,599,Q4
837,316010,379,36,598,Q4
838,316409,399,92,621,Q4
839,316828,159,14,614,Q4
840,317147,239,21,620,Q4
841,317525,160,46,609,Q4
842,317705,199,66,567,Q4
843,318104,199,68,582,Q4
844,318343,179,63,530,Q4
845,318542,259,41,565,Q4
846,318901,179,8,586,Q4
847,320097,279,30,602,Q4
848,320416,120,55,609,Q4
849,320556,160,96,636,Q4
850,320755,219,34,629,Q4
851,321154,120,131,661,Q4
852,321294,379,107,641,Q4
853,321712,419,100,629,Q4
854,322191,200,99,633,Q4
855,322490,179,40,604,Q4
856,322809,299,77,598,Q4
857,323307,159,39,602,Q4
858,323527,160,35,596,Q4
859,324205,160,70,616,Q4
860,324384,279,33,619,Q4
861,324703,279,36,634,Q4
862,325201,299,103,644,Q4
863,325600,179,75,621,Q4
864,325919,140,137,639,Q4
865,326298,120,734,602,Q5
866,326477,100,723,611,Q5
867,326776,199,663,587,Q5
868,327036,199,698,566,Q5
869,327275,299,666,567,Q5
870,327594,160,704,568,Q5
871,328072,279,655,567,Q5
872,328391,120,736,592,Q5
873,328830,259,734,596,Q5
874,329588,180,697,544,Q5
875,329807,100,706,553,Q5
876,329927,140,695,541,Q5
877,330305,538,665,534,Q5
878,330903,239,729,576,Q5
879,331163,140,727,572,Q5
880,331322,159,720,535,Q5
881,331561,239,670,553,Q5
882,331860,180,731,577,Q5
883,332080,100,724,583,Q5
884,332200,159,751,578,Q5
885,332379,199,710,570,Q5
886,332618,159,706,575,Q5
887,332977,199,777,561,Q5
888,333356,179,361,218,Q7
889,333575,120,456,268,Q7
890,333715,518,428,240,Q7
891,334373,160,452,237,Q7
892,334692,100,459,229,Q7
893,335250,100,614,248,Q8
894,335489,139,196,242,Q7
895,335649,100,326,235,Q7
896,335788,439,452,244,Q7
897,336247,180,554,247,Q8
898,336805,239,589,247,Q8
899,337064,120,573,244,Q8
900,337244,179,322,241,Q7
901,337443,139,256,251,Q7
902,337662,180,565,230,Q8
903,337882,239,446,233,Q7
904,338161,518,431,251,Q7
905,339955,179,463,211,Q7
906,341251,279,418,247,Q7
907,341550,419,420,232,Q7
908,341989,219,419,193,Q7
909,342248,160,422,196,Q7
910,342627,1774,421,247,Q7
911,345677,140,508,228,Q7
912,345877,279,440,244,Q7
913,346176,120,444,232,Q7
914,346375,299,433,272,Q7
915,346694,259,425,248,Q7
916,347013,798,425,244,Q7
917,348050,957,433,246,Q7
918,349027,578,433,240,Q7
919,349665,160,68,264,Q7
920,349844,219,33,260,Q7
921,350123,179,274,273,Q7
922,350323,339,237,264,Q7
923,351060,299,81,636,Q4
924,351519,140,33,581,Q4
925,351678,518,23,580,Q4
926,352356,140,62,567,Q4
927,352615,678,35,545,Q4
928,353313,279,44,585,Q4
929,353612,299,67,594,Q4
