SL No.,TimeStamp,Duration,X,Y,Quadrant
930,353931,259,11,594,Q4
931,354868,160,86,616,Q4
932,355048,100,95,599,Q4
933,355207,299,27,599,Q4
934,355546,199,54,611,Q4
935,355786,160,53,615,Q4
936,355985,160,97,670,Q4
937,356304,179,87,701,Q4
938,356503,139,81,697,Q4
939,356723,319,77,738,Q4
940,357261,179,2,552,Q4
941,357460,140,24,605,Q4
942,357680,160,55,599,Q4
943,358537,179,43,557,Q4
944,359255,199,58,562,Q4
945,359494,160,56,560,Q4
946,359793,100,22,573,Q4
947,360032,279,75,617,Q4
948,360331,100,86,595,Q4
949,360570,299,75,601,Q4
950,361268,558,92,620,Q4
951,361926,180,46,618,Q4
952,362185,379,102,613,Q4
953,362604,339,113,628,Q4
954,362963,199,95,635,Q4
955,363182,120,94,630,Q4
956,363382,319,86,619,Q4
957,363780,100,735,580,Q5
958,363920,179,727,561,Q5
959,364179,140,665,538,Q5
960,364339,259,685,535,Q5
961,364718,179,170,230,Q7
962,364917,179,269,246,Q7
963,365116,339,234,252,Q7
964,365515,339,35,258,Q7
965,365914,199,358,244,Q7
966,366153,239,487,74,Q7
967,366771,279,560,62,Q8
968,367070,578,565,-3,Q8
969,367788,139,365,123,Q7
970,367947,160,290,270,Q7
971,368147,279,67,297,Q7
972,368446,159,48,286,Q7
973,368625,179,307,297,Q7
974,368825,219,241,288,Q7
975,369243,259,703,656,Q5
976,369782,219,733,586,Q5
977,370061,459,730,571,Q5
978,370539,120,724,560,Q5
979,370719,120,750,563,Q5
980,371018,120,698,572,Q5
981,371157,179,700,558,Q5
982,371357,239,783,577,Q5
983,371716,239,696,537,Q5
984,372154,140,731,541,Q5
985,372314,120,669,541,Q5
986,372513,379,704,520,Q5
987,373171,120,725,615,Q5
988,373310,598,714,597,Q5
989,373929,199,718,609,Q5
990,374168,379,717,595,Q5
991,374706,239,667,589,Q5
992,375105,279,715,550,Q5
993,375504,279,688,530,Q5
994,375803,598,710,565,Q5
995,376421,179,779,574,Q5
996,376740,139,838,573,Q5
997,376899,100,722,573,Q5
998,377398,199,88,617,Q4
999,377617,199,59,583,Q4
1000,377836,139,88,592,Q4
1001,377996,199,125,594,Q4
1002,378215,758,94,625,Q4
1003,379132,140,804,578,Q5
1004,379352,219,751,575,Q5
1005,379691,219,791,585,Q5
1006,379990,199,131,627,Q4
1007,380209,259,105,630,Q4
1008,381086,179,402,294,Q7
1009,381286,140,495,287,Q7
1010,381445,319,601,270,Q8
1011,381784,140,524,281,Q7
1012,381983,319,580,273,Q8
1013,382402,159,593,273,Q8
1014,382581,179,602,273,Q8
1015,382781,219,598,279,Q8
1016,383120,399,500,221,Q7
1017,383538,120,497,221,Q7
1018,383678,778,500,226,Q7
1019,384476,219,413,272,Q7
1020,384795,100,617,253,Q8
1021,384914,120,644,235,Q8
1022,385373,279,15,290,Q7
1023,385672,279,57,275,Q7
1024,385971,219,332,277,Q7
1025,386270,239,26,267,Q7
1026,386689,558,438,192,Q7
1027,387287,279,29,202,Q7
1028,387586,259,25,171,Q7
1029,387865,100,23,166,Q7
1030,388104,359,442,142,Q7
1031,388563,199,20,174,Q7
1032,388782,598,-7,192,Q7
1033,389560,140,1236,219,Q9
1034,389719,678,1285,192,Q9
1035,390457,219,1165,624,Q6
1036,390716,120,1192,502,Q6
1037,391155,120,74,594,Q4
1038,391454,180,51,644,Q4
1039,391773,359,47,171,Q7
1040,392251,239,1018,740,Q5
1041,392610,439,92,118,Q7
1042,393108,379,10,173,Q7
1043,393527,160,60,177,Q7
1044,393707,279,293,174,Q7
1045,394006,279,433,176,Q7
1046,394305,199,140,186,Q7
1047,394544,259,32,186,Q7
1048,394903,439,416,139,Q7
1049,395401,179,51,163,Q7
1050,395601,678,9,179,Q7
1051,396298,120,61,199,Q7
1052,396498,120,349,206,Q7
1053,396637,140,363,189,Q7
1054,396817,259,32,184,Q7
1055,397096,339,11,182,Q7
1056,397455,339,52,184,Q7
1057,397834,399,246,185,Q7
1058,398252,279,316,193,Q7
1059,398591,179,14,185,Q7
1060,398811,179,-8,311,Q7
1061,399189,199,66,581,Q4
1062,399588,179,20,591,Q4
1063,399807,140,42,605,Q4
1064,400047,179,12,569,Q4
1065,400346,319,45,568,Q4
1066,400725,439,47,569,Q4
1067,401283,179,10,543,Q4
1068,401602,199,72,547,Q4
1069,402001,160,21,544,Q4
1070,402200,160,23,542,Q4
1071,402379,139,71,560,Q4
1072,402539,140,71,546,Q4
1073,402698,259,72,565,Q4
1074,403177,179,22,512,Q4
1075,403376,180,39,536,Q4
1076,403815,140,11,576,Q4
1077,404074,199,56,592,Q4
1078,404413,200,100,596,Q4
1079,404672,279,36,583,Q4
1080,405211,159,58,545,Q4
1081,405729,239,65,605,Q4
1082,405988,259,60,606,Q4
1083,406327,219,30,603,Q4
1084,406766,479,62,621,Q4
1085,407324,120,78,717,Q4
1086,407464,279,71,706,Q4
1087,407882,199,12,588,Q4
1088,408261,279,66,610,Q4
1089,408680,100,63,611,Q4
1090,408799,140,34,618,Q4
1091,408999,140,4,619,Q4
1092,409696,120,52,596,Q4
1093,409836,199,59,599,Q4
1094,410075,319,82,614,Q4
1095,410494,239,19,612,Q4
1096,410773,259,24,619,Q4
1097,411292,100,85,629,Q4
1098,413106,120,91,710,Q4
1099,413405,140,43,713,Q4
1100,413564,120,42,697,Q4
1101,413804,180,81,728,Q4
1102,414003,319,109,735,Q4
1103,414342,339,43,726,Q4
1104,414800,678,84,736,Q4
1105,415498,379,96,745,Q4
1106,415957,179,79,710,Q4
1107,416156,459,74,650,Q4
1108,416635,259,74,645,Q4
1109,416914,219,77,685,Q4
1110,417153,379,82,678,Q4
1111,417552,120,83,653,Q4
1112,417751,139,44,574,Q4
1113,417911,259,42,576,Q4
1114,418190,179,26,607,Q4
1115,418489,140,73,608,Q4
1116,418967,120,76,635,Q4
1117,419107,100,111,725,Q4
1118,419246,100,106,724,Q4
1119,420064,100,35,651,Q4
1120,420443,100,56,669,Q4
1121,420582,140,59,661,Q4
1122,421021,259,47,601,Q4
1123,421360,279,56,565,Q4
1124,421679,239,29,603,Q4
1125,421938,100,54,615,Q4
1126,422137,100,57,619,Q4
1127,422496,618,77,748,Q4
1128,423134,179,88,683,Q4
1129,423354,219,38,601,Q4
1130,423673,299,68,612,Q4
1131,424031,379,32,604,Q4
1132,424430,180,84,612,Q4
1133,424729,379,37,596,Q4
1134,425128,279,40,601,Q4
1135,425467,140,41,589,Q4
1136,425626,179,62,583,Q4
1137,425886,319,21,587,Q4
1138,426424,199,58,570,Q4
1139,426743,259,73,604,Q4
1140,427042,977,24,578,Q4
1141,428039,299,100,606,Q4
1142,428358,439,82,613,Q4
1143,429136,359,89,686,Q4
1144,429514,100,-5,588,Q4
1145,429634,558,42,602,Q4
1146,430372,120,84,585,Q4
1147,430810,179,16,579,Q4
1148,431010,299,73,588,Q4
1149,431349,160,147,606,Q4
1150,431648,160,97,657,Q4
1151,432226,160,51,614,Q4
1152,432545,160,105,252,Q7
1153,432724,219,34,256,Q7
1154,432964,219,40,188,Q7
1155,433203,578,37,165,Q7
1156,433881,199,65,658,Q4
1157,434100,179,43,629,Q4
1158,434339,140,68,616,Q4
1159,434539,100,120,635,Q4
1160,434658,319,112,626,Q4
1161,435117,479,104,669,Q4
1162,435635,239,37,599,Q4
1163,435894,179,80,624,Q4
1164,436433,139,92,422,Q4
1165,436592,179,241,412,Q4
1166,436811,100,308,387,Q7
1167,437071,159,717,555,Q5
1168,437649,219,701,534,Q5
1169,438048,139,714,545,Q5
1170,438267,758,690,539,Q5
1171,439044,139,727,514,Q5
1172,439244,120,655,528,Q5
1173,439383,319,681,540,Q5
1174,439782,578,666,522,Q5
1175,440380,179,678,506,Q5
1176,440580,179,723,551,Q5
1177,440779,179,722,528,Q5
1178,440978,140,785,541,Q5
1179,441397,319,731,535,Q5
1180,441796,120,717,568,Q5
1181,441935,259,668,549,Q5
1182,442434,239,771,539,Q5
1183,443251,319,737,627,Q5
1184,443909,180,107,568,Q4
1185,444128,140,56,593,Q4
1186,444288,279,61,554,Q4
1187,444707,100,104,572,Q4
1188,444926,159,87,615,Q4
1189,445165,339,107,641,Q4
1190,445743,100,725,608,Q5
1191,445863,279,762,574,Q5
1192,446441,140,156,261,Q7
1193,446700,279,300,216,Q7
1194,446999,319,234,197,Q7
1195,447378,100,376,158,Q7
1196,447598,180,47,198,Q7
1197,447797,239,32,196,Q7
1198,448096,279,368,193,Q7
1199,448515,718,429,178,Q7
1200,449252,319,603,178,Q8
1201,449591,339,597,177,Q8
1202,450309,179,419,188,Q7
1203,450509,219,491,209,Q7
1204,450788,180,17,207,Q7
1205,450987,339,43,195,Q7
1206,451386,479,298,208,Q7
1207,451884,100,414,190,Q7
1208,452084,279,58,190,Q7
1209,452403,259,308,190,Q7
1210,452682,339,246,193,Q7
1211,453080,379,311,189,Q7
1212,453539,140,665,738,Q5
1213,453878,180,716,651,Q5
1214,454077,120,763,660,Q5
1215,454217,299,750,624,Q5
1216,454636,120,747,625,Q5
1217,454775,100,737,611,Q5
1218,455094,120,103,594,Q4
1219,455294,160,152,622,Q4
1220,455473,199,103,605,Q4
1221,455732,239,103,662,Q4
1222,456211,359,754,619,Q5
1223,456669,239,731,628,Q5
1224,457068,199,758,620,Q5
1225,457367,180,754,528,Q5
1226,457566,179,809,590,Q5
1227,457766,239,742,595,Q5
1228,458065,180,743,594,Q5
1229,458264,100,740,575,Q5
1230,458384,259,749,595,Q5
1231,458822,160,752,585,Q5
1232,459002,179,739,582,Q5
1233,459221,140,711,594,Q5
1234,459381,179,753,596,Q5
1235,459959,140,715,597,Q5
1236,460278,120,703,590,Q5
1237,460617,140,713,602,Q5
1238,460856,160,787,644,Q5
1239,461115,140,758,687,Q5
1240,461514,139,471,210,Q7
1241,461733,100,428,187,Q7
1242,461913,180,588,172,Q8
1243,462152,339,591,168,Q8
1244,462770,179,718,170,Q8
1245,463009,120,566,175,Q8
1246,463149,558,603,171,Q8
1247,463727,160,614,181,Q8
1248,463906,100,617,181,Q8
1249,464026,658,444,174,Q7
1250,464704,478,597,178,Q8
1251,465202,279,609,189,Q8
1252,465501,120,602,195,Q8
1253,465701,299,608,181,Q8
1254,466020,698,616,177,Q8
1255,466837,100,624,179,Q8
1256,466997,179,438,185,Q7
1257,468014,120,620,220,Q8
1258,468153,140,601,177,Q8
1259,468353,140,450,179,Q7
1260,468512,279,453,169,Q7
1261,468811,678,427,172,Q7
1262,469529,199,590,182,Q8
1263,469808,179,431,184,Q7
1264,471383,180,433,162,Q7
1265,471702,1236,419,184,Q7
1266,473058,120,55,208,Q7
1267,473197,239,39,203,Q7
1268,473457,180,304,196,Q7
1269,473656,279,216,200,Q7
1270,474075,219,43,201,Q7
1271,474314,219,261,200,Q7
1272,474553,479,232,196,Q7
1273,475151,279,54,206,Q7
1274,475490,578,238,193,Q7
1275,476148,179,23,203,Q7
1276,476387,100,79,596,Q4
1277,477165,299,22,587,Q4
1278,478062,179,259,234,Q7
1279,478261,399,229,209,Q7
1280,478700,259,34,201,Q7
1281,479099,140,45,586,Q4
1282,479298,120,31,568,Q4
1283,479458,279,61,541,Q4
1284,479817,100,59,545,Q4
1285,480215,140,22,567,Q4
1286,480714,239,53,543,Q4
1287,481113,159,56,540,Q4
1288,481332,219,16,548,Q4
1289,481591,359,55,581,Q4
1290,481970,100,62,525,Q4
1291,482189,140,57,524,Q4
1292,482568,100,39,591,Q4
1293,482747,100,121,274,Q7
1294,482867,439,42,216,Q7
1295,483365,100,16,528,Q4
1296,483984,359,55,563,Q4
1297,484582,179,15,545,Q4
1298,484781,179,58,559,Q4
1299,485020,299,80,593,Q4
1300,485419,140,95,568,Q4
1301,485718,140,18,581,Q4
1302,485918,120,48,571,Q4
1303,486057,100,46,589,Q4
1304,486216,140,56,581,Q4
1305,486396,160,68,588,Q4
1306,486675,279,26,608,Q4
1307,487413,199,29,625,Q4
1308,487792,160,56,631,Q4
1309,488131,219,706,746,Q5
1310,488489,459,708,818,Q2
1311,488968,199,674,797,Q5
1312,489287,259,701,804,Q2
1313,489566,140,708,809,Q2
1314,489726,219,723,809,Q2
1315,489965,100,710,804,Q2
1316,490543,120,36,588,Q4
1317,490683,239,45,536,Q4
1318,490982,379,42,528,Q4
1319,491480,180,45,608,Q4
1320,491679,179,49,607,Q4
1321,491879,120,63,604,Q4
1322,492337,120,746,790,Q5
1323,492577,179,701,798,Q5
1324,492876,199,724,761,Q5
1325,493334,199,727,704,Q5
1326,493613,100,710,711,Q5
1327,493753,140,791,592,Q5
1328,494251,259,686,493,Q5
1329,494630,239,704,439,Q5
1330,494909,219,808,419,Q5
1331,495468,140,323,555,Q4
1332,495687,100,516,503,Q4
1333,496006,180,777,758,Q5
1334,496225,120,725,828,Q2
1335,496604,339,756,799,Q5
1336,496963,259,737,803,Q2
1337,497701,160,92,556,Q4
1338,497900,359,64,611,Q4
1339,498338,100,750,770,Q5
1340,498678,279,726,810,Q2
1341,499196,279,586,325,Q8
1342,499635,160,208,359,Q7
1343,499874,179,282,176,Q7
1344,500073,179,456,208,Q7
1345,500272,119,403,198,Q7
1346,500472,339,31,202,Q7
1347,500871,179,285,211,Q7
1348,501070,180,237,205,Q7
1349,501269,1017,424,200,Q7
1350,502306,558,428,208,Q7
1351,502884,160,490,209,Q7
1352,503223,399,421,197,Q7
1353,503642,180,412,201,Q7
1354,505377,339,425,192,Q7
1355,505755,259,430,210,Q7
1356,506074,120,435,198,Q7
1357,506393,817,435,203,Q7
1358,507450,100,428,206,Q7
1359,507928,299,36,222,Q7
1360,508248,120,38,192,Q7
1361,508427,199,294,192,Q7
1362,508646,319,220,197,Q7
1363,508985,120,217,213,Q7
1364,509125,399,46,213,Q7
1365,509563,199,293,219,Q7
1366,509783,259,219,217,Q7
1367,510122,179,48,222,Q7
1368,510461,538,53,592,Q4
1369,511059,339,52,575,Q4
1370,511418,219,35,589,Q4
1371,511657,259,54,574,Q4
1372,511936,359,51,547,Q4
1373,512454,100,-21,540,Q4
1374,512574,120,22,538,Q4
1375,512813,319,69,540,Q4
1376,513152,339,64,543,Q4
1377,513551,239,752,584,Q5
1378,514009,179,166,167,Q7
1379,514209,738,39,206,Q7
1380,515006,299,242,222,Q7
1381,515565,658,694,533,Q5
1382,516302,439,666,530,Q5
1383,516801,219,700,526,Q5
1384,517040,179,707,525,Q5
1385,517239,339,700,529,Q5
1386,517698,199,662,514,Q5
1387,517917,120,661,529,Q5
1388,518097,319,724,549,Q5
1389,518456,139,717,584,Q5
1390,518735,100,724,580,Q5
1391,519094,179,716,580,Q5
1392,519393,299,57,547,Q4
1393,519811,100,789,567,Q5
1394,520011,100,730,576,Q5
1395,520130,100,719,565,Q5
1396,520409,100,722,588,Q5
1397,520529,140,720,580,Q5
1398,521087,180,691,591,Q5
1399,521346,180,694,582,Q5
1400,521645,120,731,590,Q5
1401,522124,140,65,546,Q4
1402,522423,180,72,537,Q4
1403,522682,140,32,541,Q4
1404,522981,120,25,530,Q4
1405,523121,140,29,542,Q4
1406,523420,120,12,530,Q4
1407,523579,180,9,545,Q4
1408,523779,120,84,563,Q4
1409,523918,160,91,568,Q4
1410,524178,937,77,577,Q4
1411,525493,160,681,554,Q5
1412,525733,199,705,580,Q5
1413,525972,239,678,583,Q5
1414,526530,339,740,589,Q5
1415,526929,140,769,606,Q5
1416,527407,140,755,640,Q5
1417,527706,120,739,664,Q5
1418,527846,140,741,652,Q5
1419,528006,339,741,665,Q5
1420,528683,100,736,702,Q5
1421,528803,120,751,731,Q5
1422,529341,180,748,608,Q5
1423,529700,219,742,589,Q5
1424,529999,140,755,643,Q5
1425,530338,100,748,637,Q5
1426,530458,120,754,597,Q5
1427,530637,179,763,682,Q5
1428,530877,140,745,681,Q5
1429,531255,179,753,692,Q5
1430,531455,160,749,669,Q5
1431,531634,140,753,649,Q5
1432,532113,100,249,179,Q7
1433,532232,219,443,203,Q7
1434,532472,399,427,216,Q7
1435,533229,100,85,214,Q7
1436,533429,120,38,229,Q7
1437,533628,120,261,214,Q7
1438,534585,419,504,239,Q7
1439,535083,439,434,203,Q7
1440,535622,140,64,239,Q7
1441,535781,219,39,234,Q7
1442,536040,199,262,239,Q7
1443,536260,299,232,236,Q7
1444,536579,219,313,226,Q7
1445,536818,279,426,224,Q7
1446,537137,179,209,221,Q7
1447,537336,159,224,226,Q7
1448,537516,419,44,233,Q7
1449,538014,498,232,229,Q7
1450,538533,319,312,232,Q7
1451,538871,140,159,244,Q7
1452,539031,419,49,239,Q7
1453,539809,239,243,240,Q7
1454,540307,139,71,526,Q4
1455,540626,758,258,231,Q7
1456,541942,239,58,544,Q4
1457,542301,179,49,527,Q4
1458,542759,120,63,573,Q4
1459,542939,140,10,557,Q4
1460,543118,120,30,531,Q4
1461,543298,180,132,299,Q7
1462,543497,219,29,269,Q7
1463,543736,279,39,224,Q7
1464,544035,439,236,221,Q7
1465,544514,359,45,240,Q7
1466,545132,279,219,251,Q7
1467,545491,120,47,581,Q4
1468,545790,399,41,535,Q4
1469,546208,160,45,537,Q4
1470,546388,179,43,532,Q4
1471,546886,279,22,549,Q4
1472,547185,279,71,562,Q4
1473,547484,239,65,563,Q4
1474,547843,120,104,577,Q4
1475,548142,339,44,562,Q4
1476,548601,219,9,578,Q4
1477,548860,259,24,579,Q4
1478,549179,120,29,562,Q4
1479,549797,120,56,586,Q4
1480,549937,219,55,584,Q4
1481,550296,219,86,616,Q4
1482,550535,100,0,604,Q4
1483,550894,140,48,611,Q4
1484,551153,160,62,600,Q4
1485,551352,179,83,635,Q4
1486,551572,140,73,722,Q4
1487,551871,239,72,660,Q4
1488,552130,239,80,651,Q4
1489,552529,100,72,606,Q4
1490,552668,359,77,727,Q4
1491,553047,219,77,709,Q4
1492,553286,319,66,665,Q4
1493,553625,140,68,723,Q4
1494,553825,578,51,694,Q4
1495,554482,379,77,707,Q4
1496,554881,279,49,722,Q4
1497,555180,419,47,715,Q4
1498,555818,160,98,735,Q4
1499,556018,179,90,722,Q4
1500,556317,279,76,709,Q4
1501,556616,199,54,552,Q4
1502,557214,179,46,606,Q4
1503,557513,179,669,601,Q5
1504,558011,120,694,505,Q5
1505,558311,698,652,513,Q5
1506,559208,139,695,586,Q5
1507,559367,179,685,597,Q5
1508,559606,199,660,580,Q5
1509,559826,319,716,588,Q5
1510,560424,199,720,644,Q5
1511,560643,139,754,657,Q5
1512,560823,100,752,668,Q5
1513,560942,140,720,660,Q5
1514,561600,100,714,640,Q5
1515,561740,179,715,634,Q5
1516,561939,179,720,609,Q5
1517,562139,179,727,609,Q5
1518,562398,179,733,692,Q5
1519,562637,239,722,678,Q5
1520,563056,120,732,581,Q5
1521,563793,239,803,629,Q5
1522,564092,279,698,615,Q5
1523,564392,179,692,612,Q5
1524,564830,180,670,609,Q5
1525,565109,219,672,617,Q5
1526,565428,100,734,667,Q5
1527,565648,219,76,682,Q4
1528,565986,100,67,705,Q4
1529,566385,120,733,636,Q5
1530,566604,180,749,630,Q5
1531,566804,100,696,693,Q5
1532,567023,199,58,718,Q4
1533,567243,160,35,706,Q4
1534,567422,598,43,707,Q4
1535,568080,379,99,722,Q4
1536,568518,239,102,731,Q4
1537,568778,219,92,747,Q4
1538,569017,139,112,733,Q4
1539,569176,179,106,736,Q4
1540,569515,140,707,664,Q5
1541,569735,160,753,668,Q5
1542,570173,279,740,719,Q5
1543,570572,279,757,757,Q5
1544,571130,120,760,725,Q5
1545,571589,160,758,723,Q5
1546,572067,139,755,669,Q5
1547,572227,219,745,666,Q5
1548,572586,219,741,643,Q5
1549,573284,199,758,694,Q5
1550,573563,179,781,730,Q5
1551,573762,319,749,762,Q5
1552,574181,120,787,699,Q5
1553,574320,120,778,683,Q5
1554,574460,199,871,663,Q5
1555,575257,179,267,230,Q7
1556,575457,120,447,210,Q7
1557,575596,100,423,209,Q7
1558,575716,1017,419,223,Q7
1559,576952,180,389,205,Q7
1560,577152,1595,427,222,Q7
1561,579803,199,398,207,Q7
1562,580022,299,429,243,Q7
1563,580341,618,433,226,Q7
1564,580979,798,430,233,Q7
1565,583073,120,464,256,Q7
1566,583252,199,416,221,Q7
1567,583492,160,45,237,Q7
1568,584090,160,87,220,Q7
1569,584369,120,358,231,Q7
1570,584528,219,253,234,Q7
1571,584788,957,421,245,Q7
1572,585784,159,187,244,Q7
1573,585964,199,238,252,Q7
1574,586203,239,29,246,Q7
1575,586462,179,45,243,Q7
1576,586741,199,284,230,Q7
1577,586961,738,232,244,Q7
1578,587718,479,50,246,Q7
1579,588516,120,40,586,Q4
1580,588855,279,3,600,Q4
1581,589154,219,48,608,Q4
1582,589393,199,63,614,Q4
1583,589612,219,73,587,Q4
1584,589991,160,49,550,Q4
1585,590250,439,87,692,Q4
1586,590749,179,102,683,Q4
1587,590968,259,105,690,Q4
1588,591247,180,113,704,Q4
1589,591447,379,90,676,Q4
1590,591945,419,110,680,Q4
1591,592503,120,717,729,Q5
1592,592643,100,728,657,Q5
1593,592862,259,722,720,Q5
1594,593161,558,740,687,Q5
1595,593759,179,750,774,Q5
1596,593979,179,737,713,Q5
1597,594278,140,736,636,Q5
1598,594437,120,743,656,Q5
1599,594657,379,743,677,Q5
1600,595275,140,772,679,Q5
1601,595534,139,283,180,Q7
1602,595733,239,66,231,Q7
1603,595992,160,43,256,Q7
1604,596172,897,252,246,Q7
1605,597089,179,90,251,Q7
1606,597288,518,48,255,Q7
1607,597847,259,56,667,Q4
1608,598584,120,728,721,Q5
1609,598784,139,742,701,Q5
1610,599123,140,778,669,Q5
1611,599461,180,756,703,Q5
1612,599661,159,739,688,Q5
1613,599940,259,736,693,Q5
1614,600259,160,747,764,Q5
1615,600438,100,741,764,Q5
1616,600718,279,734,632,Q5
1617,601156,379,758,692,Q5
1618,601674,140,737,695,Q5
1619,601834,199,747,684,Q5
1620,602074,159,764,699,Q5
1621,602412,339,743,681,Q5
1622,602931,219,702,673,Q5
1623,603170,219,708,692,Q5
1624,603409,199,707,684,Q5
1625,603728,419,761,704,Q5
1626,604167,120,758,706,Q5
1627,604526,299,758,698,Q5
1628,604845,219,726,676,Q5
1629,605263,498,748,682,Q5
1630,606160,219,776,674,Q5
1631,606739,100,785,687,Q5
1632,606938,180,787,726,Q5
1633,607177,140,829,726,Q5
1634,607437,219,732,680,Q5
1635,610387,100,96,671,Q4
1636,610846,319,756,701,Q5
1637,611185,219,738,730,Q5
1638,611424,159,765,729,Q5
1639,611683,120,732,719,Q5
1640,612401,439,774,691,Q5
1641,613139,140,244,186,Q7
1642,613298,239,431,242,Q7
1643,613637,100,105,250,Q7
1644,613757,279,45,250,Q7
1645,614136,279,243,261,Q7
1646,614794,219,592,255,Q8
1647,615132,120,418,247,Q7
1648,615432,379,463,246,Q7
1649,615830,179,463,238,Q7
1650,616030,419,466,234,Q7
1651,616548,518,422,233,Q7
1652,617086,219,437,232,Q7
1653,617365,160,569,244,Q8
1654,617585,120,606,247,Q8
1655,617744,159,598,244,Q8
1656,618063,140,405,263,Q7
1657,618322,239,484,298,Q7
1658,618741,179,482,300,Q7
1659,618960,339,406,244,Q7
1660,619339,199,404,246,Q7
1661,619558,578,242,258,Q7
1662,620177,239,28,267,Q7
1663,620516,140,315,263,Q7
1664,620715,179,224,257,Q7
1665,621174,219,421,219,Q7
1666,621413,100,435,228,Q7
1667,621532,459,412,193,Q7
1668,622051,139,427,161,Q7
1669,622210,199,409,141,Q7
1670,622469,120,175,177,Q7
1671,622609,120,224,173,Q7
1672,622848,100,228,156,Q7
1673,622968,219,13,176,Q7
1674,623207,120,-10,184,Q7
1675,623367,219,15,311,Q7
1676,623606,139,10,276,Q7
1677,623765,279,93,272,Q7
1678,624064,160,18,203,Q7
1679,624284,299,264,261,Q7
1680,624603,179,5,202,Q7
1681,624802,279,36,168,Q7
1682,625101,120,-9,166,Q7
1683,625301,120,336,159,Q7
1684,625440,179,435,163,Q7
1685,625639,179,285,185,Q7
1686,625839,160,233,187,Q7
1687,626038,339,59,176,Q7
1688,626397,419,234,169,Q7
1689,627095,259,66,183,Q7
1690,627474,199,38,168,Q7
1691,627713,758,241,163,Q7
1692,628510,159,42,188,Q7
1693,628690,319,42,179,Q7
1694,629089,179,69,685,Q4
1695,629308,120,97,753,Q4
1696,629607,279,80,718,Q4
1697,629926,199,77,710,Q4
1698,630305,160,34,510,Q4
1699,630903,219,69,543,Q4
1700,631182,379,64,606,Q4
1701,631581,140,49,600,Q4
1702,631920,299,18,592,Q4
1703,632338,219,11,603,Q4
1704,632578,100,11,602,Q4
1705,632877,180,16,589,Q4
1706,633076,239,81,586,Q4
1707,633335,259,81,586,Q4
1708,634133,180,79,592,Q4
1709,634711,279,668,608,Q5
1710,635010,179,672,572,Q5
1711,635528,140,656,575,Q5
1712,635688,100,701,541,Q5
1713,635808,319,704,551,Q5
1714,636226,199,644,571,Q5
1715,636944,160,724,575,Q5
1716,637183,180,22,557,Q4
1717,637702,120,87,612,Q4
1718,638778,199,719,593,Q5
1719,639117,100,753,586,Q5
1720,639436,100,52,575,Q4
1721,639775,379,79,596,Q4
1722,640274,100,760,594,Q5
1723,640593,160,710,585,Q5
1724,640772,140,675,551,Q5
1725,641171,140,732,563,Q5
1726,641430,120,197,183,Q7
1727,641570,578,260,190,Q7
1728,642188,359,37,180,Q7
1729,642666,199,250,172,Q7
1730,643105,100,723,567,Q5
1731,643603,199,793,549,Q5
1732,644680,139,691,584,Q5
1733,645138,179,724,580,Q5
1734,646075,100,738,612,Q5
1735,646215,100,733,603,Q5
1736,646374,100,764,575,Q5
1737,646634,140,766,586,Q5
1738,646992,160,732,605,Q5
1739,647172,179,802,595,Q5
1740,647670,179,745,608,Q5
1741,648089,219,820,602,Q5
1742,648388,259,767,603,Q5
1743,648667,199,730,593,Q5
1744,648986,160,751,587,Q5
1745,649206,100,828,585,Q5
1746,649325,180,830,577,Q5
1747,649704,199,728,615,Q5
1748,650103,179,813,614,Q5
1749,650362,100,727,611,Q5
1750,651160,179,428,143,Q7
1751,651359,179,376,160,Q7
1752,651558,219,256,178,Q7
1753,651857,120,482,164,Q7
1754,651997,279,427,158,Q7
1755,652356,479,249,165,Q7
1756,652854,179,445,161,Q7
1757,653073,957,597,165,Q8
1758,654050,199,564,186,Q8
1759,654270,578,494,189,Q7
1760,654868,758,427,170,Q7
1761,655665,259,218,182,Q7
1762,655944,100,285,172,Q7
1763,656064,359,38,186,Q7
1764,656443,339,232,183,Q7
1765,656882,1057,261,183,Q7
1766,657978,339,43,189,Q7
1767,658337,299,250,188,Q7
1768,658796,140,269,194,Q7
1769,658995,239,437,175,Q7
1770,659294,239,251,183,Q7
1771,659593,498,412,182,Q7
1772,660131,259,249,172,Q7
1773,660490,279,47,183,Q7
1774,660809,359,244,184,Q7
1775,661647,119,21,577,Q4
1776,661826,339,34,576,Q4
1777,662584,379,16,589,Q4
1778,663082,180,17,588,Q4
1779,663381,179,23,590,Q4
1780,663680,239,77,611,Q4
1781,663959,199,92,652,Q4
1782,664278,239,33,628,Q4
1783,664797,299,68,612,Q4
1784,665235,239,101,598,Q4
1785,665494,179,104,587,Q4
1786,666192,120,116,678,Q4
1787,666471,239,50,708,Q4
1788,667129,120,28,609,Q4
1789,667269,379,98,609,Q4
1790,667708,140,101,632,Q4
1791,668106,638,83,655,Q4
1792,668964,339,29,586,Q4
1793,669562,618,47,219,Q7
1794,670200,279,29,180,Q7
1795,670499,339,248,182,Q7
1796,671496,239,668,564,Q5
1797,671795,100,696,551,Q5
1798,672094,100,690,530,Q5
1799,672293,100,682,526,Q5
1800,672453,140,696,529,Q5
1801,672632,199,638,528,Q5
1802,672851,239,665,542,Q5
1803,673150,100,670,550,Q5
1804,673549,100,741,576,Q5
1805,673669,120,696,608,Q5
