SL No.,TimeStamp,Duration,X,Y,Quadrant
254,92623,419,436,663,Q4
255,93340,459,401,681,Q4
256,94058,140,435,667,Q4
257,94218,120,425,660,Q4
258,95055,160,442,664,Q4
259,95773,120,565,675,Q5
260,96012,239,452,759,Q4
261,96331,219,446,748,Q4
262,96570,120,558,664,Q5
263,96789,180,502,682,Q4
264,97168,100,569,687,Q5
265,97288,120,566,672,Q5
266,97607,139,465,689,Q4
267,97806,179,467,679,Q4
268,98225,239,463,679,Q4
269,98604,179,476,646,Q4
270,99042,140,439,729,Q4
271,99501,100,574,676,Q5
272,100039,140,610,640,Q5
273,100219,319,613,631,Q5
274,101056,120,545,786,Q5
275,101395,120,444,665,Q4
276,102232,100,435,658,Q4
277,102591,100,413,639,Q4
278,102791,100,427,631,Q4
279,103130,140,369,636,Q4
280,103289,100,373,634,Q4
281,103588,179,385,666,Q4
282,103808,359,378,658,Q4
283,104186,120,426,618,Q4
284,104446,120,428,615,Q4
285,104645,120,408,669,Q4
286,104784,120,454,606,Q4
287,105383,120,345,643,Q4
288,105542,160,337,669,Q4
289,105781,120,452,619,Q4
290,105941,379,440,621,Q4
291,106419,140,422,629,Q4
292,106619,199,422,604,Q4
293,107077,100,500,668,Q4
294,107396,179,481,666,Q4
295,107795,279,424,733,Q4
296,125998,160,374,666,Q4
297,127274,159,507,537,Q4
298,127453,160,527,547,Q4
299,127932,259,498,531,Q4
300,128630,100,342,502,Q4
301,128809,199,354,486,Q4
302,129866,159,570,541,Q5
303,130903,160,371,508,Q4
304,131401,179,450,525,Q4
305,131660,140,307,508,Q4
306,132837,379,425,414,Q4
307,133315,100,435,409,Q4
308,134491,219,403,423,Q4
309,136984,160,430,618,Q4
310,138359,120,364,581,Q4
311,138838,140,330,605,Q4
312,139416,120,402,587,Q4
313,139655,179,363,594,Q4
314,143164,140,559,567,Q5
315,144520,100,478,701,Q4
316,144839,140,529,661,Q4
317,145836,159,589,580,Q5
318,146494,199,457,650,Q4
319,150242,100,640,731,Q5
320,150521,179,600,738,Q5
321,160629,140,683,561,Q5
322,162324,259,642,631,Q5
323,162862,120,528,712,Q4
324,201980,120,892,589,Q5
325,202119,179,888,584,Q5
326,202777,140,971,472,Q5
327,202977,100,916,494,Q5
328,203116,120,966,489,Q5
329,203495,179,1042,472,Q5
330,203694,140,1001,586,Q5
331,203894,399,1060,574,Q5
332,204432,479,1020,635,Q5
333,205529,120,893,600,Q5
334,207562,219,885,610,Q5
335,207801,100,887,613,Q5
336,207921,140,888,604,Q5
337,208120,120,884,567,Q5
338,208300,160,873,588,Q5
339,208659,140,878,625,Q5
340,209556,180,846,643,Q5
341,210054,179,802,562,Q5
342,210493,259,879,506,Q5
343,210792,179,823,674,Q5
344,211071,100,854,674,Q5
345,211570,100,962,685,Q5
346,211689,179,946,694,Q5
347,212108,120,798,639,Q5
348,212467,159,799,592,Q5
349,213304,100,893,516,Q5
350,213424,160,892,522,Q5
351,213663,179,1010,470,Q5
352,213862,120,945,467,Q5
353,214062,179,932,475,Q5
354,214261,100,1001,472,Q5
355,214520,259,1068,481,Q6
356,214839,159,885,478,Q5
357,215198,199,849,383,Q8
358,215517,120,864,343,Q8
359,215657,179,906,439,Q5
360,215856,219,846,438,Q5
361,216155,219,837,479,Q5
362,216394,140,840,483,Q5
363,218049,219,934,553,Q5
364,218289,279,914,565,Q5
365,218588,100,994,560,Q5
366,218747,120,988,564,Q5
367,219086,100,907,581,Q5
368,219285,219,983,460,Q5
369,219545,359,938,384,Q8
370,220023,179,1051,432,Q5
371,220223,140,1006,435,Q5
372,220382,239,1016,515,Q5
373,220641,319,1006,514,Q5
374,220980,319,977,523,Q5
375,221319,140,991,527,Q5
376,221578,439,980,539,Q5
377,222994,140,896,494,Q5
378,223293,160,947,488,Q5
379,223612,239,844,517,Q5
380,223891,100,866,512,Q5
381,224011,160,883,560,Q5
382,224689,199,941,511,Q5
383,227001,319,997,541,Q5
384,227400,100,940,525,Q5
385,227520,259,942,508,Q5
386,227998,179,926,493,Q5
387,228197,339,1000,494,Q5
388,228636,199,1070,491,Q6
389,228855,180,1024,441,Q5
390,229055,219,846,524,Q5
391,229294,120,860,518,Q5
392,229713,119,885,556,Q5
393,229952,120,886,566,Q5
394,230231,100,849,483,Q5
395,230351,259,850,475,Q5
396,230630,140,857,465,Q5
397,230949,120,940,500,Q5
398,231148,120,861,438,Q5
399,231447,140,879,426,Q5
400,231627,239,961,405,Q5
401,232205,259,1059,446,Q5
402,232504,239,1049,445,Q5
403,233002,239,894,481,Q5
404,233262,140,915,519,Q5
405,233421,160,932,507,Q5
406,234617,120,1391,498,Q6
407,234797,139,1387,496,Q6
408,235056,140,1251,459,Q6
409,235335,160,1315,390,Q9
410,235834,239,1320,373,Q9
411,236751,140,1015,581,Q5
412,236930,379,941,517,Q5
413,237329,100,890,476,Q5
414,237448,239,886,469,Q5
415,237768,199,910,431,Q5
416,238246,239,951,423,Q5
417,238505,279,1089,459,Q6
418,239044,120,1037,451,Q5
419,239283,319,872,447,Q5
420,239721,339,962,417,Q5
421,240120,100,947,519,Q5
422,240300,259,920,502,Q5
423,241017,120,1005,572,Q5
424,241157,140,1009,536,Q5
425,241316,159,1004,544,Q5
426,241496,200,1030,525,Q5
427,241735,100,691,487,Q5
428,242114,139,887,504,Q5
429,242273,120,870,515,Q5
430,242433,379,960,479,Q5
431,242852,140,988,494,Q5
432,243091,359,1066,494,Q6
433,243490,319,856,507,Q5
434,243829,219,882,531,Q5
435,244147,339,894,538,Q5
436,244526,160,923,569,Q5
437,244706,140,929,569,Q5
438,244865,100,886,565,Q5
439,245304,199,936,553,Q5
440,245922,179,883,532,Q5
441,246121,160,905,493,Q5
442,246301,419,869,491,Q5
443,246739,259,872,444,Q5
444,247078,199,1030,460,Q5
445,247298,160,1088,483,Q6
446,247517,638,1081,613,Q6
447,248195,159,980,540,Q5
448,248374,179,995,551,Q5
449,248574,100,998,567,Q5
450,248693,199,1027,519,Q5
451,248972,199,1043,492,Q5
452,249271,120,1042,490,Q5
453,249491,279,871,517,Q5
454,249870,120,863,530,Q5
455,250009,140,866,523,Q5
456,250268,100,919,436,Q5
457,250408,199,957,403,Q5
458,250687,179,407,164,Q7
459,250886,279,276,180,Q7
460,251205,140,367,21,Q7
461,251385,259,447,-36,Q7
462,251664,279,513,-50,Q7
463,252063,199,318,183,Q7
464,252541,140,300,212,Q7
465,252721,359,492,209,Q7
466,253099,179,231,213,Q7
467,253299,578,271,212,Q7
468,253917,299,48,214,Q7
469,254236,100,100,216,Q7
470,254515,100,977,618,Q5
471,254993,120,401,584,Q4
472,255193,179,379,593,Q4
473,255612,219,960,588,Q5
474,255851,439,857,513,Q5
475,256369,160,875,552,Q5
476,256768,239,928,593,Q5
477,257047,319,856,448,Q5
478,257625,200,889,416,Q5
479,257884,319,1071,500,Q6
480,258283,239,1028,435,Q5
481,258542,239,1060,452,Q5
482,259021,180,958,402,Q5
483,259380,199,940,509,Q5
484,259719,339,989,504,Q5
485,260277,618,923,499,Q5
486,260935,419,1004,547,Q5
487,261374,160,989,546,Q5
488,261693,140,937,515,Q5
489,261852,159,924,522,Q5
490,262051,160,924,527,Q5
491,262231,100,916,525,Q5
492,262390,1017,925,502,Q5
493,263427,100,937,515,Q5
494,263547,139,885,568,Q5
495,263726,100,892,579,Q5
496,263886,100,1022,545,Q5
497,264025,100,1024,552,Q5
498,264205,359,926,494,Q5
499,264603,100,1008,489,Q5
500,264723,100,1002,497,Q5
501,264843,120,880,552,Q5
502,265142,339,869,544,Q5
503,265500,279,948,554,Q5
504,265999,120,901,569,Q5
505,266617,100,963,480,Q5
506,266737,140,1054,503,Q5
507,266896,100,1048,504,Q5
508,267395,339,985,418,Q5
509,267753,239,1000,529,Q5
510,268312,419,1005,527,Q5
511,268850,239,893,492,Q5
512,269109,159,896,487,Q5
513,269289,279,1024,507,Q5
514,269588,179,1037,541,Q5
515,270266,259,1036,547,Q5
516,270545,100,1038,537,Q5
517,270704,279,1037,534,Q5
518,271063,180,1077,626,Q6
519,271362,199,992,496,Q5
520,271641,120,1027,531,Q5
521,272100,259,1008,547,Q5
522,272379,120,1062,614,Q5
523,272519,120,1055,623,Q5
524,272678,100,953,574,Q5
525,273196,159,1084,618,Q6
526,273376,140,1099,614,Q6
527,273595,199,886,577,Q5
528,273894,219,932,561,Q5
529,274313,259,934,506,Q5
530,274811,239,847,487,Q5
531,275270,498,887,527,Q5
532,275808,239,910,559,Q5
533,276107,319,973,415,Q5
534,276446,180,1086,435,Q6
535,276685,199,1032,441,Q5
536,277343,120,969,417,Q5
537,277483,199,972,396,Q8
538,277842,160,1095,439,Q6
539,278041,100,1042,433,Q5
540,278161,100,1039,428,Q5
541,278380,379,369,178,Q7
542,278839,359,1019,471,Q5
543,279218,219,891,473,Q5
544,279457,120,852,477,Q5
545,279935,219,293,192,Q7
546,280234,179,929,513,Q5
547,280434,279,864,477,Q5
548,280972,678,858,454,Q5
549,282168,159,878,502,Q5
550,282348,160,880,529,Q5
551,282667,279,874,525,Q5
552,283026,219,853,520,Q5
553,283364,120,1019,517,Q5
554,283504,100,1012,514,Q5
555,283704,100,1041,527,Q5
556,284581,179,968,492,Q5
557,284780,100,1011,485,Q5
558,284900,100,1013,480,Q5
559,285119,379,940,566,Q5
560,285538,120,1024,558,Q5
561,285757,239,1047,528,Q5
562,286096,140,234,242,Q7
563,286255,1416,293,206,Q7
564,287731,199,520,213,Q7
565,287950,140,499,214,Q7
566,288110,538,500,214,Q7
567,288668,1037,674,210,Q8
568,289725,379,573,240,Q8
569,290123,160,567,242,Q8
570,290323,179,317,219,Q7
571,290522,279,270,206,Q7
572,290841,239,66,230,Q7
573,291140,179,746,232,Q8
574,291340,100,707,222,Q8
575,291479,219,820,219,Q8
576,291798,120,851,239,Q8
577,291978,179,699,234,Q8
578,292177,339,762,229,Q8
579,292556,219,691,241,Q8
580,292895,100,760,242,Q8
581,293094,140,865,255,Q8
582,296184,419,99,229,Q7
583,297520,120,957,396,Q8
584,298118,140,1040,612,Q5
585,300451,219,703,187,Q8
586,300730,339,422,462,Q4
587,301129,100,532,426,Q4
588,301268,199,536,427,Q5
589,301488,219,538,511,Q5
590,301727,139,377,460,Q4
591,301926,239,59,207,Q7
592,302225,140,38,215,Q7
593,302385,638,89,210,Q7
594,303043,199,42,214,Q7
595,303282,219,83,190,Q7
596,303521,279,107,224,Q7
597,303820,498,270,221,Q7
598,304339,219,305,223,Q7
599,304718,319,60,223,Q7
600,305057,379,103,222,Q7
601,305515,299,559,445,Q5
602,305834,279,426,450,Q4
603,306153,299,507,466,Q4
604,306512,199,602,496,Q5
605,306911,100,369,606,Q4
606,307110,120,396,606,Q4
607,307290,359,451,615,Q4
608,308147,279,528,598,Q4
609,308645,140,529,675,Q4
610,308805,140,538,680,Q5
611,309044,140,524,679,Q4
612,309243,180,519,740,Q4
613,309483,499,517,592,Q4
614,310081,119,635,666,Q5
615,310260,239,622,654,Q5
616,310519,160,669,655,Q5
617,310918,199,656,700,Q5
618,311317,159,596,727,Q5
619,311496,120,661,678,Q5
620,312134,180,674,688,Q5
621,312513,359,506,736,Q4
622,312992,139,540,708,Q5
623,313151,139,489,733,Q4
624,313311,100,500,723,Q4
625,313430,139,486,744,Q4
626,313590,379,529,692,Q4
627,314008,100,532,694,Q4
628,314407,120,617,774,Q5
629,314666,119,478,621,Q4
630,314846,120,499,601,Q4
631,314985,100,504,592,Q4
632,315105,199,509,599,Q4
633,315324,359,513,591,Q4
634,315883,199,421,550,Q4
635,316182,219,382,590,Q4
636,316421,140,384,586,Q4
637,316580,199,477,587,Q4
638,316879,120,523,600,Q4
639,317039,120,519,602,Q4
640,317238,159,449,622,Q4
641,317498,159,471,551,Q4
642,317717,299,470,524,Q4
643,318375,159,595,487,Q5
644,318554,120,595,485,Q5
645,318714,299,656,477,Q5
646,319272,100,543,521,Q5
647,319411,279,575,470,Q5
648,320329,379,608,470,Q5
649,320727,160,727,450,Q5
650,320927,219,667,493,Q5
651,321266,140,768,558,Q5
652,321425,120,675,551,Q5
653,321864,100,601,562,Q5
654,321983,279,586,561,Q5
655,322821,139,629,643,Q5
656,322980,239,590,629,Q5
657,323240,120,606,620,Q5
658,323379,139,556,622,Q5
659,323578,140,656,664,Q5
660,323798,219,608,632,Q5
661,324436,219,657,476,Q5
662,324715,100,578,632,Q5
663,324834,578,608,640,Q5
664,325692,160,642,670,Q5
665,326031,180,268,178,Q7
666,326290,140,533,631,Q6
667,326469,379,544,640,Q5
668,327526,100,607,649,Q5
669,328005,159,596,588,Q5
670,328204,259,599,567,Q5
671,328483,578,584,493,Q5
672,329081,160,652,477,Q5
673,329560,159,580,481,Q5
674,329739,279,616,466,Q5
675,330058,180,509,479,Q4
676,330257,100,462,523,Q4
677,330377,339,455,518,Q4
678,330736,140,438,531,Q4
679,331035,319,636,486,Q5
680,331932,159,114,227,Q7
681,332211,120,519,547,Q4
682,332351,299,572,534,Q5
683,332670,120,566,551,Q5
684,332849,180,600,480,Q5
685,333069,120,526,554,Q4
686,333268,120,477,630,Q4
687,333567,120,504,592,Q4
688,333707,100,559,600,Q5
689,333846,140,470,601,Q4
690,334105,319,504,599,Q4
691,334604,139,503,599,Q4
692,334763,379,503,614,Q4
693,335401,199,470,668,Q4
694,335720,159,499,701,Q4
695,336000,120,485,690,Q4
696,336239,160,573,677,Q5
697,336418,100,477,674,Q4
698,336538,120,475,680,Q4
699,336817,219,475,683,Q4
700,337076,259,471,683,Q4
701,337355,279,481,676,Q4
702,337734,399,532,547,Q4
703,338213,140,488,690,Q4
704,338372,459,499,598,Q4
705,338851,159,476,677,Q4
706,339110,120,641,665,Q5
707,339389,120,452,665,Q4
708,339588,459,511,592,Q4
709,340067,140,510,591,Q4
710,340326,140,475,619,Q4
711,340485,100,441,711,Q4
712,340725,319,458,685,Q4
713,341163,100,548,597,Q5
714,341323,219,601,601,Q5
715,341662,100,595,604,Q5
716,341921,140,625,591,Q5
717,342120,219,593,591,Q5
718,342479,259,508,512,Q4
719,342758,120,510,532,Q4
720,342898,279,498,612,Q4
721,343217,140,505,588,Q4
722,343456,439,471,585,Q4
723,344174,180,519,488,Q4
724,344493,100,533,492,Q6
725,344672,199,498,498,Q4
726,345091,140,507,488,Q4
727,345370,159,503,486,Q4
728,345550,379,502,492,Q4
729,346008,319,486,624,Q4
730,346666,498,473,563,Q4
731,347184,159,484,547,Q4
732,347404,179,463,675,Q4
733,347902,518,533,499,Q6
734,348859,180,523,508,Q4
735,349158,319,515,602,Q4
736,349497,159,512,604,Q4
737,349736,180,499,573,Q4
738,349936,100,483,569,Q4
739,350255,219,471,693,Q4
740,350494,140,402,699,Q4
741,350733,180,413,613,Q4
742,351371,100,604,687,Q5
743,351491,179,581,648,Q5
744,351710,179,594,722,Q5
745,351910,100,569,715,Q5
746,352587,199,91,202,Q7
747,352807,199,48,222,Q7
748,353026,578,44,222,Q7
749,353644,100,255,223,Q7
750,353764,239,369,232,Q7
751,354103,1077,102,238,Q7
752,355439,100,555,721,Q5
753,355817,100,504,624,Q4
754,356136,100,543,612,Q5
755,356415,259,465,628,Q4
756,356994,219,620,656,Q5
757,357233,259,665,654,Q5
758,358010,160,643,583,Q5
759,358190,199,646,585,Q5
760,358928,160,644,594,Q5
761,359287,399,625,576,Q5
762,359924,259,508,538,Q4
763,360204,259,483,523,Q4
764,360582,319,478,533,Q4
765,360921,140,475,519,Q4
766,361081,299,530,519,Q4
767,361400,518,447,602,Q4
768,361978,100,455,600,Q4
769,362118,339,450,606,Q4
770,362496,100,533,576,Q6
771,362616,379,527,584,Q4
772,363015,140,531,590,Q4
773,363234,120,524,592,Q4
774,363394,518,551,512,Q5
775,363932,179,556,592,Q5
776,364231,119,561,587,Q5
777,364470,119,557,506,Q5
778,364610,160,596,509,Q5
779,364789,259,602,507,Q5
780,365068,180,455,515,Q4
781,365367,140,510,521,Q4
782,365666,100,444,489,Q4
783,365985,120,431,519,Q4
784,366165,179,438,508,Q4
785,366364,140,523,555,Q4
786,366524,159,522,535,Q4
787,366703,140,514,531,Q4
788,367062,179,555,589,Q5
789,367301,239,484,632,Q4
790,367560,199,452,628,Q4
791,367780,179,462,543,Q4
792,367979,159,464,531,Q4
793,368218,100,531,546,Q4
794,368418,140,536,547,Q5
795,368717,179,552,530,Q5
796,368916,319,605,521,Q5
797,369335,120,518,502,Q4
798,369534,120,553,529,Q5
799,370212,120,588,420,Q5
800,370352,179,592,410,Q5
801,370551,199,601,414,Q5
802,370770,219,616,411,Q5
803,371050,100,664,472,Q5
804,371508,239,727,511,Q5
805,371827,100,664,514,Q5
806,372007,120,652,518,Q5
807,372266,140,650,493,Q5
808,372605,100,664,511,Q5
809,372844,140,638,595,Q5
810,373422,100,645,591,Q5
811,373602,140,755,437,Q5
812,373801,339,834,433,Q5
813,374200,638,721,429,Q5
814,375695,319,622,616,Q5
815,376632,140,607,611,Q5
816,377011,279,722,437,Q5
817,377589,279,719,436,Q5
818,377888,180,711,435,Q5
819,378088,319,721,429,Q5
820,378546,120,767,359,Q8
821,378686,100,690,356,Q8
822,378825,1037,680,349,Q8
823,379882,578,668,349,Q8
824,380480,319,704,401,Q5
825,380819,498,674,363,Q8
826,381377,279,717,425,Q5
827,381676,379,730,437,Q5
828,382294,100,662,520,Q5
829,382793,100,744,487,Q5
830,383211,199,593,516,Q5
831,383590,120,549,526,Q5
832,383730,180,516,613,Q4
833,384009,140,525,609,Q4
834,384168,199,522,596,Q4
835,384507,140,443,565,Q4
836,385026,219,538,614,Q5
837,412001,419,588,361,Q8
838,412659,120,518,439,Q4
839,412799,140,511,429,Q4
840,413038,239,418,543,Q4
841,413297,399,461,529,Q4
842,413895,140,391,523,Q4
843,414394,239,525,550,Q4
844,414992,100,580,537,Q5
845,415191,518,593,514,Q5
846,415749,219,588,519,Q5
847,416049,379,501,417,Q4
848,416447,120,488,399,Q7
849,416607,199,475,575,Q4
850,417145,179,600,557,Q5
851,417384,140,454,505,Q4
852,417544,419,445,497,Q4
853,418002,518,585,483,Q5
854,418541,160,502,458,Q4
855,418740,120,586,482,Q5
856,418880,319,594,471,Q5
857,419219,140,597,455,Q5
858,419378,518,559,483,Q5
859,419916,140,468,539,Q4
860,420076,219,480,510,Q4
861,420415,439,593,480,Q5
862,420873,319,670,516,Q5
863,421372,100,749,502,Q5
864,421571,120,688,470,Q5
865,421731,120,684,464,Q5
866,421990,100,552,495,Q5
867,422109,180,556,481,Q5
868,422349,179,554,491,Q5
869,422648,179,503,497,Q4
870,422887,120,463,210,Q7
871,423047,100,329,173,Q7
872,423206,299,203,169,Q7
873,423864,140,501,495,Q4
874,424024,120,499,500,Q4
875,424163,100,570,513,Q5
876,424562,140,494,512,Q4
877,424741,319,578,497,Q5
878,425120,279,627,502,Q5
879,425419,159,551,451,Q5
880,425599,199,580,407,Q5
881,425818,379,660,401,Q5
882,426217,299,568,412,Q5
883,426536,199,611,404,Q5
884,426755,100,618,417,Q5
885,426875,160,641,407,Q5
886,427233,299,547,421,Q5
887,427572,498,374,418,Q4
888,428111,259,453,398,Q7
889,428410,120,524,394,Q7
890,428549,120,684,346,Q8
891,428689,359,699,345,Q8
892,429108,259,412,404,Q4
893,429466,239,458,411,Q4
894,429766,119,509,402,Q4
895,430065,518,409,405,Q4
896,430603,239,459,373,Q7
897,430862,120,505,341,Q7
898,431002,239,549,306,Q8
899,431261,139,586,318,Q8
900,431520,100,490,517,Q4
901,431799,100,581,500,Q5
902,432058,159,423,504,Q4
903,432258,180,421,506,Q4
904,432497,100,506,509,Q4
905,432636,140,509,499,Q4
906,432856,120,486,382,Q7
907,432995,518,470,328,Q7
908,433633,139,465,337,Q7
909,433793,140,471,328,Q7
910,433952,578,551,296,Q8
911,434550,977,565,297,Q8
912,435587,120,396,448,Q4
913,435787,319,423,426,Q4
914,436125,160,412,527,Q4
915,436305,100,410,503,Q4
916,436684,718,396,423,Q4
917,437461,100,406,433,Q4
918,437621,239,391,503,Q4
919,437880,120,394,505,Q4
920,438040,159,386,514,Q4
921,438219,339,380,503,Q4
922,438578,120,354,444,Q4
