SL No.,TimeStamp,Duration,X,Y,Quadrant
82,30334,120,1069,630,Q6
83,30673,120,1059,627,Q5
84,30832,159,1062,630,Q5
85,31251,100,1061,628,Q5
86,31410,239,1160,602,Q6
87,31670,239,1168,559,Q6
88,32048,100,1211,541,Q6
89,32208,199,1215,540,Q6
90,32427,419,1184,597,Q6
91,32946,439,1228,612,Q6
92,33404,279,1203,658,Q6
93,33703,339,1044,649,Q5
94,34062,219,1056,647,Q5
95,34401,199,1090,629,Q6
96,34660,179,1085,617,Q6
97,35358,259,1015,621,Q5
98,35637,140,1020,595,Q5
99,35916,160,1094,564,Q6
100,36116,120,1097,554,Q6
101,36335,140,1081,545,Q6
102,36694,219,1129,522,Q6
103,37651,239,1002,582,Q5
104,38149,119,1197,583,Q6
105,38349,180,1223,578,Q6
106,38548,259,1140,613,Q6
107,38827,180,1172,623,Q6
108,39027,239,1115,648,Q6
109,39286,120,1083,651,Q6
110,39425,199,1158,654,Q6
111,39684,279,1009,579,Q5
112,40004,159,994,567,Q5
113,40422,100,981,576,Q5
114,40542,219,1019,678,Q5
115,40980,180,987,575,Q5
116,41200,100,991,579,Q5
117,41319,479,1019,665,Q5
118,41898,160,1044,694,Q5
119,42077,299,1137,707,Q6
120,42416,299,1132,766,Q6
121,42735,179,1079,804,Q3
122,43034,419,1003,814,Q2
123,43493,219,994,811,Q2
124,43772,100,1001,806,Q2
125,44111,578,976,739,Q5
126,44709,100,978,762,Q5
127,44828,219,975,768,Q5
128,45068,199,948,767,Q5
129,45347,219,949,768,Q5
130,45586,199,942,776,Q5
131,46084,219,961,838,Q2
132,46324,120,1018,830,Q2
133,46463,179,1021,843,Q2
134,46762,219,1024,853,Q2
135,47281,179,1095,818,Q3
136,47480,199,1061,812,Q2
137,47699,239,1141,814,Q3
138,47959,219,936,878,Q2
139,48198,100,965,871,Q2
140,48317,518,964,865,Q2
141,48856,179,937,765,Q5
142,49055,219,941,850,Q2
143,49294,259,920,862,Q2
144,49574,100,917,857,Q2
145,49713,259,921,862,Q2
146,50052,319,965,864,Q2
147,50391,279,963,866,Q2
148,50690,100,962,871,Q2
149,50850,319,911,865,Q2
150,51228,160,964,756,Q5
151,51448,100,938,772,Q5
152,51567,498,935,771,Q5
153,52245,120,970,755,Q5
154,52385,140,941,772,Q5
155,52764,159,1057,801,Q2
156,52943,319,976,780,Q5
157,53282,100,989,779,Q5
158,53441,179,996,765,Q5
159,53641,120,1048,809,Q2
160,53880,239,1063,815,Q2
161,54339,100,1057,808,Q2
162,54478,200,1049,818,Q2
163,54737,219,1075,813,Q3
164,54996,239,1052,814,Q2
165,55276,179,1056,810,Q2
166,55475,239,1080,816,Q3
167,55734,179,1120,766,Q6
168,55934,379,1113,771,Q6
169,56332,638,1123,773,Q6
170,57230,399,1141,763,Q6
171,57648,339,1139,770,Q6
172,58107,778,1136,775,Q6
173,58904,179,1184,711,Q6
174,59104,199,1173,679,Q6
175,59343,299,1225,729,Q6
176,59662,419,1233,790,Q6
177,60101,499,1220,843,Q3
178,60619,359,1166,883,Q3
179,60998,120,1083,869,Q3
180,61137,140,1038,853,Q2
181,61317,817,1118,768,Q6
182,62154,120,1098,672,Q6
183,62393,1575,1143,714,Q6
184,64088,179,1078,726,Q6
185,64287,199,1122,739,Q6
186,64507,159,1194,790,Q6
187,64686,179,1197,794,Q6
188,64886,379,1240,738,Q6
189,65284,877,1126,713,Q6
190,66182,419,1003,710,Q5
191,66740,140,1024,711,Q5
192,67437,339,967,632,Q5
193,67816,160,1007,637,Q5
194,67996,459,1010,699,Q5
195,68494,120,882,714,Q5
196,68634,319,887,704,Q5
197,69212,140,1003,723,Q5
198,69391,219,929,796,Q5
199,69690,100,939,781,Q5
200,69810,379,1041,719,Q5
201,70508,139,843,609,Q5
202,70947,179,924,730,Q5
203,71305,100,895,668,Q5
204,71545,120,904,673,Q5
205,71724,159,822,598,Q5
206,71923,140,812,587,Q5
207,72103,259,822,595,Q5
208,72581,1176,1092,719,Q6
209,73817,160,1129,712,Q6
210,73997,160,1132,707,Q6
211,74296,219,1227,702,Q6
212,74535,339,1177,777,Q6
213,74894,259,1131,695,Q6
214,75173,538,1112,706,Q6
215,75732,678,1118,708,Q6
216,76429,239,1022,716,Q5
217,76688,140,989,670,Q5
218,77047,199,1022,724,Q5
219,77267,100,1135,751,Q6
220,77386,120,1144,756,Q6
221,77526,279,988,743,Q5
222,78283,219,508,713,Q4
223,78682,140,477,811,Q1
224,78862,179,388,804,Q1
225,79161,159,438,746,Q4
226,79340,299,572,783,Q5
227,79719,100,557,710,Q5
228,79958,180,559,720,Q5
229,80178,120,573,719,Q5
230,80417,120,546,731,Q5
231,80716,100,465,810,Q1
232,81015,319,426,890,Q1
233,81713,100,413,741,Q4
234,82012,120,417,745,Q4
235,82610,100,1026,691,Q5
236,82730,100,962,647,Q5
237,82929,159,1063,810,Q2
238,83108,100,1059,809,Q2
239,83228,219,966,779,Q5
240,83467,180,1088,695,Q6
241,83766,120,1075,614,Q6
242,83906,239,1142,709,Q6
243,84165,219,1139,771,Q6
244,84723,120,1003,641,Q5
245,84863,120,1043,689,Q5
246,85022,120,1009,655,Q5
247,85222,199,425,743,Q4
248,85820,219,504,785,Q4
249,86338,279,562,725,Q5
250,86896,200,587,769,Q5
251,87196,219,478,786,Q4
252,87435,399,466,809,Q1
253,87933,100,468,757,Q4
254,88113,100,454,764,Q4
255,88232,160,451,753,Q4
256,88412,219,429,778,Q4
257,88850,120,422,780,Q4
258,89030,179,494,802,Q1
259,89508,179,516,842,Q1
260,89728,199,512,850,Q1
261,90007,199,518,850,Q1
262,90505,100,505,847,Q1
263,90705,259,464,871,Q1
264,91083,100,522,849,Q1
265,91343,259,1134,784,Q6
266,91622,279,1075,803,Q3
267,91921,199,969,777,Q5
268,92240,219,479,875,Q1
269,92479,120,472,868,Q1
270,92898,120,983,657,Q5
271,93277,379,1132,727,Q6
272,93675,219,1071,630,Q6
273,93915,140,1057,631,Q5
274,94273,140,469,876,Q1
275,94473,399,460,887,Q1
276,94971,199,457,884,Q1
277,95191,299,467,885,Q1
278,95510,199,465,880,Q1
279,96167,179,434,807,Q1
280,96387,279,534,778,Q5
281,96766,279,585,798,Q5
282,97204,199,1021,600,Q5
283,97424,120,1055,622,Q5
284,97922,179,1033,612,Q5
285,98121,159,1038,618,Q5
286,98361,120,579,827,Q2
287,98600,239,467,768,Q4
288,98979,100,1033,528,Q5
289,99178,100,1027,524,Q5
290,99377,120,1068,644,Q6
291,99517,160,1073,642,Q6
292,99716,179,1161,586,Q6
293,99916,180,1165,542,Q6
294,100215,140,1196,594,Q6
295,100374,100,1189,600,Q6
296,100494,140,1172,664,Q6
297,100653,219,1159,671,Q6
298,100893,100,1034,645,Q5
299,101012,279,1055,623,Q5
300,101690,180,533,815,Q3
301,102288,159,572,798,Q5
302,102468,100,501,788,Q4
303,102747,100,477,804,Q1
304,102866,100,462,787,Q4
305,102986,100,466,794,Q4
306,103365,219,429,798,Q4
307,103604,139,388,838,Q1
308,103843,139,393,833,Q1
309,104302,179,447,846,Q1
310,104581,179,400,847,Q1
311,105000,139,390,904,Q1
312,105179,100,395,900,Q1
313,105339,179,637,941,Q2
314,105578,219,604,946,Q2
315,105837,199,567,975,Q2
316,106076,199,591,838,Q2
317,106834,219,1130,518,Q6
318,107073,140,1188,529,Q6
319,107233,179,1206,565,Q6
320,107432,179,1236,577,Q6
321,107652,159,1212,619,Q6
322,107831,279,1226,636,Q6
323,108130,180,1183,671,Q6
324,108329,578,1240,634,Q6
325,108927,180,1187,663,Q6
326,109326,180,1030,638,Q5
327,109745,478,1090,704,Q6
328,110283,160,1047,608,Q5
329,110463,180,1036,624,Q5
330,110682,140,1094,600,Q6
331,110921,179,1067,618,Q6
332,111280,100,439,925,Q1
333,111400,259,448,898,Q1
334,111818,160,441,874,Q1
335,112297,100,438,831,Q1
336,112476,239,436,832,Q1
337,112775,120,441,828,Q1
338,112915,160,358,828,Q1
339,113094,279,370,819,Q1
340,113493,179,365,846,Q1
341,113692,160,364,845,Q1
342,113972,140,366,852,Q1
343,114131,279,372,857,Q1
344,114430,140,302,934,Q1
345,114590,618,366,873,Q1
346,115267,120,484,839,Q1
347,115407,140,481,850,Q1
348,115567,120,504,844,Q1
349,115985,219,369,851,Q1
350,116225,259,369,857,Q1
351,116603,100,392,773,Q4
352,116723,179,398,777,Q4
353,117202,399,525,808,Q1
354,117620,279,541,777,Q5
355,117999,100,536,748,Q5
356,118159,120,457,787,Q4
357,118477,120,430,767,Q4
358,119096,100,1003,697,Q5
359,119813,219,323,657,Q4
360,120292,160,335,709,Q4
361,120471,179,327,702,Q4
362,120770,179,362,834,Q1
363,120970,120,358,855,Q1
364,121169,100,373,841,Q1
365,121349,179,363,847,Q1
366,121548,120,344,722,Q4
367,121847,100,304,689,Q4
368,122206,140,287,691,Q4
369,122465,100,294,676,Q4
370,122644,100,297,704,Q4
371,123083,140,316,696,Q4
372,123641,140,307,700,Q4
373,123861,159,310,694,Q4
374,124180,299,390,700,Q4
375,124538,140,351,759,Q4
376,124858,159,365,790,Q4
377,125037,140,356,799,Q4
378,125236,199,341,801,Q1
379,125456,159,380,731,Q4
380,125695,180,415,707,Q4
381,126034,120,416,709,Q4
382,126393,140,401,761,Q4
383,126652,199,294,700,Q4
384,126871,160,299,688,Q4
385,127150,100,296,708,Q4
386,127290,179,290,692,Q4
387,127669,100,356,703,Q4
388,127788,120,359,704,Q4
389,127928,339,365,712,Q4
390,128386,120,368,706,Q4
391,128526,120,370,712,Q4
392,128666,239,430,755,Q4
393,128925,199,361,824,Q1
394,129423,478,365,822,Q1
395,129942,120,362,741,Q4
396,130081,120,357,728,Q4
397,130261,160,355,742,Q4
398,131078,259,388,799,Q4
399,131437,758,369,816,Q1
400,132753,140,395,821,Q1
401,132912,100,407,791,Q4
402,133032,160,385,814,Q1
403,133371,160,341,790,Q4
404,133829,199,404,789,Q4
405,134368,119,441,776,Q4
406,134627,180,457,766,Q4
407,134946,100,465,706,Q4
408,135145,100,465,686,Q4
409,135305,100,458,695,Q4
410,135723,120,376,694,Q4
411,136242,100,465,739,Q4
412,136461,219,471,717,Q4
413,136800,180,463,732,Q4
414,137059,239,368,713,Q4
415,137318,100,423,711,Q4
416,137518,160,427,711,Q4
417,137797,120,447,745,Q4
418,138096,120,368,695,Q4
419,138455,179,260,297,Q7
420,138654,179,279,235,Q7
421,138854,179,257,212,Q7
422,139053,100,123,202,Q7
423,139412,538,90,207,Q7
424,139970,379,145,208,Q7
425,140409,279,262,206,Q7
426,140827,359,274,192,Q7
427,141206,379,465,195,Q7
428,141625,459,264,195,Q7
429,142103,179,311,195,Q7
430,142482,219,390,201,Q7
431,142721,259,274,203,Q7
432,143021,199,114,202,Q7
433,143240,459,117,200,Q7
434,144297,179,424,657,Q4
435,144596,139,408,665,Q4
436,144795,179,389,740,Q4
437,145254,259,465,761,Q4
438,145832,179,422,822,Q1
439,146111,159,369,814,Q1
440,146729,160,288,706,Q4
441,147008,100,288,707,Q4
442,147287,140,254,705,Q4
443,148045,120,295,709,Q4
444,148344,160,246,708,Q4
445,148523,100,251,715,Q4
446,148683,140,265,770,Q4
447,148882,179,339,815,Q1
448,149281,199,369,747,Q4
449,150577,239,257,696,Q4
450,150916,259,245,687,Q4
451,151215,140,289,708,Q4
452,151574,279,352,758,Q4
453,151873,120,363,753,Q4
454,152112,140,365,744,Q4
455,152291,219,362,749,Q4
456,152710,180,259,698,Q4
457,153009,100,268,695,Q4
458,153169,180,225,700,Q4
459,153388,180,254,697,Q4
460,153767,279,366,698,Q4
461,154285,259,363,678,Q4
462,154923,120,201,677,Q4
463,155162,180,253,680,Q4
464,155402,239,358,751,Q4
465,155661,120,365,759,Q4
466,155800,180,354,762,Q4
467,156100,160,211,676,Q4
468,156379,159,226,710,Q4
469,156757,199,107,200,Q7
470,156977,159,89,224,Q7
471,157156,618,274,210,Q7
472,157854,140,487,195,Q7
473,158412,239,196,674,Q4
474,158672,120,179,680,Q4
475,158891,120,178,676,Q4
476,159170,100,183,670,Q4
477,159509,140,295,699,Q4
478,160685,120,953,752,Q5
479,161104,100,1049,603,Q5
480,161523,279,1134,718,Q6
481,161822,319,1149,774,Q6
482,162220,239,1085,820,Q3
483,162480,179,1121,780,Q6
484,162759,179,1049,817,Q2
485,162958,120,975,780,Q5
486,163177,419,936,760,Q5
487,163915,120,976,729,Q5
488,164055,140,968,724,Q5
489,164453,419,1034,797,Q5
490,164912,319,1050,813,Q2
491,165351,179,984,735,Q5
492,165709,140,982,744,Q5
493,165909,120,1124,773,Q6
494,166148,219,1104,778,Q6
495,166567,199,1104,784,Q6
496,166866,299,1108,780,Q6
497,167185,140,1156,796,Q6
498,167344,219,1052,791,Q5
499,167683,498,1079,814,Q3
500,168561,100,1105,850,Q3
501,168760,160,1099,779,Q6
502,169039,100,1096,819,Q3
503,169458,120,1089,833,Q3
504,169677,239,1041,844,Q2
505,169956,159,996,873,Q2
506,170235,219,1009,875,Q2
507,170534,140,1033,902,Q2
508,170694,179,1050,935,Q2
509,171132,199,1125,900,Q3
510,171531,379,1160,816,Q3
511,172169,259,1131,769,Q6
512,172468,179,1137,776,Q6
513,172668,538,1143,882,Q3
514,173226,179,1186,886,Q3
515,173425,478,1139,847,Q3
516,173924,379,968,891,Q2
517,174322,239,1053,932,Q2
518,174721,339,939,891,Q2
519,175080,139,930,886,Q2
520,175240,299,926,879,Q2
521,175558,140,932,880,Q2
522,175738,100,1036,842,Q2
523,175917,180,972,890,Q2
524,176117,279,967,896,Q2
525,176416,319,939,934,Q2
526,176755,239,918,876,Q2
527,177014,339,904,943,Q2
528,177373,419,928,834,Q2
529,177911,279,924,920,Q2
530,178230,459,968,924,Q2
531,178729,179,973,925,Q2
532,179008,180,1037,926,Q2
533,179446,199,903,916,Q2
534,179706,578,863,921,Q2
535,180304,279,911,908,Q2
536,180663,159,888,877,Q2
537,180922,399,855,887,Q2
538,181341,239,887,887,Q2
539,181799,319,982,943,Q2
540,182397,119,913,875,Q2
541,182856,179,915,837,Q2
542,183115,199,895,830,Q2
543,183633,100,1033,834,Q2
544,184012,160,1118,815,Q3
545,184750,219,1152,798,Q6
546,184989,319,1164,794,Q6
547,185328,578,1142,851,Q3
548,185926,180,1132,851,Q3
549,186125,479,1148,858,Q3
550,186624,937,1114,850,Q3
551,187581,219,1131,808,Q3
552,187880,219,1174,799,Q6
553,188139,419,1217,766,Q6
554,188677,219,945,773,Q5
555,188917,219,867,744,Q5
556,189335,259,854,741,Q5
557,189714,119,859,732,Q5
558,189854,199,861,738,Q5
559,190133,100,858,739,Q5
560,190332,160,857,724,Q5
561,190532,100,845,710,Q5
562,191110,219,978,691,Q5
563,191429,120,977,745,Q5
564,191828,299,861,845,Q2
565,192266,160,817,794,Q5
566,192705,120,893,842,Q2
567,192844,339,882,839,Q2
568,193423,100,861,845,Q2
569,193602,239,859,850,Q2
570,193861,279,900,850,Q2
571,194619,100,202,678,Q4
572,194898,120,284,691,Q4
573,195217,159,245,691,Q4
574,195396,279,268,688,Q4
575,195695,219,296,708,Q4
576,195935,179,282,588,Q4
577,196234,199,296,593,Q4
578,196453,120,199,524,Q4
579,196632,140,191,450,Q4
580,196892,100,313,756,Q4
581,197270,219,270,685,Q4
582,197968,100,284,712,Q4
583,198168,100,257,703,Q4
584,198945,100,198,662,Q4
585,199125,199,253,696,Q4
586,199803,120,236,675,Q4
587,201099,179,283,721,Q4
588,201517,259,256,840,Q1
589,202255,100,135,230,Q7
590,202374,279,99,204,Q7
591,202674,279,267,193,Q7
592,203013,100,336,183,Q7
593,203172,179,546,173,Q8
594,203371,180,681,183,Q8
595,203710,100,238,722,Q4
596,204229,259,224,671,Q4
597,204608,459,196,673,Q4
598,205485,199,185,679,Q4
599,206202,160,293,715,Q4
600,206382,239,284,667,Q4
601,206681,179,287,608,Q4
602,206900,100,238,722,Q4
603,207120,299,202,684,Q4
604,207439,219,200,681,Q4
605,207897,120,259,699,Q4
606,208116,160,242,692,Q4
607,208296,100,238,704,Q4
608,208475,199,221,688,Q4
609,208974,239,287,699,Q4
610,209393,120,293,708,Q4
611,210031,120,253,705,Q4
612,210369,100,310,687,Q4
613,210668,379,368,735,Q4
614,211167,100,383,756,Q4
615,211406,578,363,757,Q4
616,212104,239,355,774,Q4
617,212483,100,381,733,Q4
618,212602,339,373,668,Q4
619,212961,279,372,673,Q4
620,213300,139,368,680,Q4
621,213958,120,843,727,Q5
622,214816,219,870,626,Q5
623,215154,120,852,724,Q5
624,215314,179,854,724,Q5
625,215553,120,968,754,Q5
626,215713,140,963,763,Q5
627,215952,479,836,733,Q5
628,216550,140,825,738,Q5
629,216710,279,829,740,Q5
630,217188,439,949,755,Q5
631,217706,319,1023,759,Q5
632,218085,199,956,750,Q5
633,218604,160,905,720,Q5
634,218783,140,909,714,Q5
635,219042,239,858,748,Q5
636,219441,140,925,802,Q2
637,219640,179,1062,845,Q2
638,219840,140,1030,825,Q2
639,219999,319,1010,834,Q2
640,220338,239,1044,831,Q2
641,220797,219,873,801,Q2
642,221036,379,933,804,Q2
643,221435,239,846,808,Q2
644,221694,119,847,795,Q5
645,222033,139,840,749,Q5
646,222252,199,825,734,Q5
647,222531,339,819,743,Q5
648,222970,618,834,741,Q5
649,224086,100,828,726,Q5
650,225023,239,278,695,Q4
651,225482,120,160,479,Q4
652,225881,279,95,199,Q7
653,226180,219,271,209,Q7
654,226419,259,249,208,Q7
655,226778,180,362,685,Q4
656,226977,100,308,703,Q4
657,227296,179,386,717,Q4
658,227795,100,840,752,Q5
659,227974,219,795,729,Q5
660,228213,180,794,832,Q2
661,228473,100,895,864,Q2
662,228632,160,899,850,Q2
663,228871,100,927,858,Q2
664,229031,180,1033,832,Q2
665,229789,160,840,664,Q5
666,230028,219,886,643,Q5
667,230586,120,1029,841,Q2
668,230865,120,999,837,Q2
669,231084,179,876,871,Q2
670,231284,678,864,859,Q2
671,232042,638,355,763,Q4
672,232779,120,300,775,Q4
673,232959,139,276,700,Q4
674,233118,120,277,690,Q4
675,233457,479,375,778,Q4
676,233955,100,372,759,Q4
677,234175,279,376,678,Q4
678,234474,120,371,670,Q4
679,234653,279,290,772,Q4
680,235152,179,370,674,Q4
681,235491,159,283,693,Q4
682,235670,120,290,700,Q4
683,235870,259,374,672,Q4
684,236189,100,384,693,Q4
685,236388,140,364,681,Q4
686,237086,140,349,672,Q4
687,237385,179,357,670,Q4
688,238980,100,355,745,Q4
689,239578,180,361,755,Q4
690,239837,100,371,744,Q4
691,240335,180,364,743,Q4
692,240714,140,352,754,Q4
693,240993,140,355,756,Q4
694,241472,160,348,753,Q4
695,242030,100,292,301,Q7
696,242150,160,278,228,Q7
697,242349,159,476,215,Q7
698,242828,279,870,787,Q5
699,243127,140,828,831,Q2
700,243286,120,835,826,Q2
701,243486,279,363,741,Q4
702,243785,219,366,742,Q4
703,244124,319,372,753,Q4
704,244463,259,363,762,Q4
705,245340,120,963,645,Q5
706,245639,120,1184,398,Q9
707,245778,299,1188,378,Q9
708,246436,140,825,745,Q5
709,246596,120,821,761,Q5
710,246795,279,382,739,Q4
711,247094,179,351,732,Q4
712,247294,239,339,744,Q4
713,247613,199,352,765,Q4
714,247852,120,325,746,Q4
715,248151,120,301,722,Q4
716,248390,100,333,718,Q4
717,248510,100,282,695,Q4
718,248649,120,288,695,Q4
719,248948,120,359,753,Q4
720,249327,199,904,742,Q5
721,249686,120,955,735,Q5
722,249886,140,1083,767,Q6
723,250085,279,1158,785,Q6
724,250384,140,1134,830,Q3
725,250583,140,912,794,Q5
726,250882,140,857,726,Q5
727,251042,160,837,721,Q5
728,251321,339,1146,780,Q6
729,251680,120,1159,820,Q3
730,251879,479,836,731,Q5
731,252497,100,841,734,Q5
732,252876,120,825,739,Q5
733,253036,160,818,749,Q5
734,253773,179,927,767,Q5
735,253973,100,952,792,Q5
736,254172,120,1017,834,Q2
737,254591,259,1012,737,Q5
738,255029,159,1039,820,Q2
739,255269,219,1035,825,Q2
740,255508,100,1006,831,Q2
741,255628,159,1003,835,Q2
742,255867,179,1021,786,Q5
743,256365,100,999,833,Q2
744,256525,279,1013,835,Q2
745,256864,219,929,839,Q2
746,257123,160,844,749,Q5
747,257362,100,1012,833,Q2
748,257502,100,1015,834,Q2
749,257621,120,1019,828,Q2
750,257761,180,1012,749,Q5
751,257960,219,1022,744,Q5
752,258259,100,928,722,Q5
753,258459,179,347,720,Q4
754,258658,140,354,719,Q4
755,259017,319,271,705,Q4
756,259476,160,247,703,Q4
757,259755,279,247,697,Q4
758,260074,259,302,712,Q4
759,260353,179,363,706,Q4
760,260652,239,353,743,Q4
761,260971,160,366,755,Q4
762,261150,140,370,758,Q4
763,261350,120,357,723,Q4
764,261549,279,442,754,Q4
765,261848,100,323,727,Q4
766,261968,120,310,699,Q4
767,262964,180,386,715,Q4
768,263164,119,346,719,Q4
769,263443,299,262,691,Q4
770,263762,140,238,700,Q4
771,264141,160,236,689,Q4
772,264659,120,238,686,Q4
773,264998,120,199,742,Q4
774,265158,120,257,751,Q4
775,265297,100,331,781,Q4
776,265756,120,364,749,Q4
777,266992,179,411,648,Q4
778,267211,180,414,636,Q4
779,267411,100,465,671,Q4
780,267530,120,475,679,Q4
781,267869,120,380,807,Q1
782,268088,120,357,760,Q4
783,268268,140,371,712,Q4
784,268427,140,370,713,Q4
785,268966,239,268,686,Q4
786,269584,100,376,731,Q4
787,269823,419,277,698,Q4
788,270621,140,279,696,Q4
789,270900,179,316,690,Q4
790,271199,140,348,714,Q4
791,272056,200,424,681,Q4
792,272375,120,353,708,Q4
793,272694,100,363,717,Q4
794,272993,100,358,701,Q4
795,273172,100,365,720,Q4
796,273472,100,306,688,Q4
797,274249,120,371,765,Q4
798,275226,120,377,656,Q4
799,275386,120,391,729,Q4
800,275725,259,278,694,Q4
801,276622,140,271,696,Q4
802,276861,140,299,688,Q4
803,277280,159,277,707,Q4
804,278257,100,361,691,Q4
805,278496,140,321,735,Q4
806,278655,100,315,724,Q4
807,278775,199,282,701,Q4
808,278994,140,265,683,Q4
809,279253,478,292,700,Q4
810,280609,160,258,664,Q4
811,280848,100,495,397,Q7
812,280988,140,792,354,Q8
813,281347,120,898,375,Q8
814,281786,140,945,720,Q5
815,282164,159,970,731,Q5
816,282444,120,955,771,Q5
817,282603,140,1053,827,Q2
818,283101,140,1027,728,Q5
819,283540,120,1011,808,Q2
820,283939,100,999,818,Q2
821,284098,120,894,737,Q5
822,284577,140,755,385,Q8
823,284836,399,615,342,Q8
824,285275,239,758,371,Q8
825,285534,299,855,375,Q8
826,285933,139,1013,765,Q5
827,286351,259,445,200,Q7
828,286630,379,479,214,Q7
829,287029,299,546,218,Q8
830,287348,259,606,228,Q8
831,287627,1336,594,222,Q8
832,288983,160,567,249,Q8
833,289162,638,495,255,Q7
834,289820,678,451,218,Q7
835,290717,120,652,265,Q8
836,290857,179,709,273,Q8
837,291056,299,759,273,Q8
838,291376,479,641,272,Q8
839,292033,199,332,238,Q7
840,292253,279,256,229,Q7
841,292592,120,460,226,Q7
842,292751,140,637,234,Q8
843,292931,518,423,227,Q7
844,293509,239,647,258,Q8
845,293768,179,688,240,Q8
846,294007,180,756,236,Q8
847,294326,180,628,252,Q8
848,294546,140,472,233,Q7
849,294705,179,423,220,Q7
850,294904,279,260,231,Q7
851,295204,339,95,217,Q7
852,295602,139,303,243,Q7
853,295762,219,262,228,Q7
854,296320,279,426,636,Q4
855,296619,100,404,628,Q4
856,296759,279,399,637,Q4
857,297078,140,389,633,Q4
858,297257,100,419,633,Q4
859,297417,120,410,643,Q4
860,297576,120,423,631,Q4
861,297835,459,389,643,Q4
862,298314,339,310,714,Q4
863,298673,578,365,610,Q4
864,299749,140,378,591,Q4
865,300108,279,403,653,Q4
866,300726,179,376,691,Q4
867,301065,159,361,593,Q4
868,301384,180,423,551,Q4
869,301663,219,308,577,Q4
870,302002,100,295,576,Q4
871,302361,199,425,562,Q4
872,302700,259,233,494,Q4
873,302979,120,258,527,Q4
874,303258,219,390,567,Q4
875,303497,140,392,556,Q4
876,303677,179,333,533,Q4
877,303876,319,355,589,Q4
878,304215,419,325,600,Q4
879,304654,239,330,597,Q4
880,304913,120,314,585,Q4
881,305152,120,261,595,Q4
882,305292,239,237,619,Q4
883,305551,219,230,616,Q4
884,305790,140,235,619,Q4
885,306109,259,234,517,Q4
886,306388,299,236,523,Q4
887,306747,120,258,608,Q4
888,306887,498,241,616,Q4
889,307405,179,243,621,Q4
890,307605,538,194,550,Q4
891,308183,140,262,607,Q4
892,308362,459,258,609,Q4
893,308861,100,260,596,Q4
894,309140,239,170,599,Q4
895,309399,259,211,609,Q4
896,309678,479,278,616,Q4
897,310276,140,283,620,Q4
898,310456,100,275,610,Q4
899,310575,439,247,616,Q4
900,311034,279,277,623,Q4
901,311333,339,294,605,Q4
902,311692,239,290,597,Q4
903,311951,459,282,599,Q4
904,312549,179,224,522,Q4
905,312848,120,345,526,Q4
906,312988,419,357,515,Q4
907,313426,179,354,503,Q4
908,313626,319,269,484,Q4
909,313965,140,267,494,Q4
910,314124,179,349,519,Q4
911,314443,459,349,530,Q4
